Location,Year,Age,Sex,Risk factor,Measure,Value,Lower bound,Upper bound
Mozambique,2015,20-24 years,Both,Smoking,Exposure per 100,1.8417591148932,0.84779583647356,3.4066134309028
Mauritius,2015,20-24 years,Both,Smoking,Exposure per 100,8.740265813564701,5.581660455461599,12.605257030954
Malawi,2015,20-24 years,Both,Smoking,Exposure per 100,1.0182335201752,0.48404529753293,1.8984092271583999
Rwanda,2015,20-24 years,Both,Smoking,Exposure per 100,1.8740711259166,1.1030179221209,3.0521647371485003
Somalia,2015,20-24 years,Both,Smoking,Exposure per 100,1.8895630439551998,0.9453357359372999,3.3841796790174
Zambia,2015,20-24 years,Both,Smoking,Exposure per 100,1.1863236606340999,0.63958581035235,2.070378143186
Kenya,2015,20-24 years,Both,Smoking,Exposure per 100,1.4216969014671,1.2021004343242,1.6940094767054
Madagascar,2015,20-24 years,Both,Smoking,Exposure per 100,3.5350034415222997,1.9884673329309,5.9319980882297
South Sudan,2015,20-24 years,Both,Smoking,Exposure per 100,1.9550469275212,0.9224340944565699,3.6183640765182
Seychelles,2015,20-24 years,Both,Smoking,Exposure per 100,3.2330120149051,1.6543574008418,5.5478826452983
Tanzania,2015,20-24 years,Both,Smoking,Exposure per 100,1.0979404811942,0.52486862779549,2.0898925678801
Uganda,2015,20-24 years,Both,Smoking,Exposure per 100,2.0693430980267,1.241141364309,3.2340213641709
Zimbabwe,2015,20-24 years,Both,Smoking,Exposure per 100,2.2694086534115,1.3994725194711,3.4169682847972
Ethiopia,2015,20-24 years,Both,Smoking,Exposure per 100,0.64404904520856,0.31635173655495,1.2011315794488
Eritrea,2015,20-24 years,Both,Smoking,Exposure per 100,1.8680392238976,1.0233390847277999,3.3521864625232
Djibouti,2015,20-24 years,Both,Smoking,Exposure per 100,3.3871367092729,1.6515060741941,6.146106397978699
Comoros,2015,20-24 years,Both,Smoking,Exposure per 100,2.1401080290451,1.0976939502187,3.9716785286218
Burundi,2015,20-24 years,Both,Smoking,Exposure per 100,1.1136110553867,0.49545679857907,2.1371111965747
Gabon,2015,20-24 years,Both,Smoking,Exposure per 100,3.5365852345848,2.108650282603,5.8601094385211
Equatorial Guinea,2015,20-24 years,Both,Smoking,Exposure per 100,1.8847371640894999,1.0973980119211,3.3517418569324997
Chad,2015,20-24 years,Both,Smoking,Exposure per 100,1.3493976870719,0.67701051489065,2.339372623425
Sao Tome and Principe,2015,20-24 years,Both,Smoking,Exposure per 100,0.78601710959231,0.39493083979852,1.3292998988903
Congo,2015,20-24 years,Both,Smoking,Exposure per 100,1.5012337717015,0.88937825085466,2.3708443345633
Democratic Republic of the Congo,2015,20-24 years,Both,Smoking,Exposure per 100,1.7429924120442999,1.0394577775433,2.6851299648705003
Cameroon,2015,20-24 years,Both,Smoking,Exposure per 100,1.8114151219405998,1.064844603204,2.8096514520922997
Central African Republic,2015,20-24 years,Both,Smoking,Exposure per 100,1.7007829822804001,0.98856373951238,2.7776402709212
Angola,2015,20-24 years,Both,Smoking,Exposure per 100,2.0815521769348,1.255430117796,3.2940385811127
Morocco,2015,20-24 years,Both,Smoking,Exposure per 100,2.1310500907124,1.1884795563684,3.6285326460855
Libya,2015,20-24 years,Both,Smoking,Exposure per 100,2.2094016247771,1.2019812798122,3.7770853694475996
Sudan,2015,20-24 years,Both,Smoking,Exposure per 100,1.2424702800432,0.60196832636137,2.2784843607969
Tunisia,2015,20-24 years,Both,Smoking,Exposure per 100,5.1562790023125,2.8932623452139,8.4625309535219
Algeria,2015,20-24 years,Both,Smoking,Exposure per 100,5.050151894949,2.9673807590941,7.7528550388143005
Namibia,2015,20-24 years,Both,Smoking,Exposure per 100,3.8849975287325,2.5639652932016,5.7450839414720996
Swaziland,2015,20-24 years,Both,Smoking,Exposure per 100,1.7021389431314,1.0667413863893,2.476061044312
Lesotho,2015,20-24 years,Both,Smoking,Exposure per 100,5.1047186298703,3.4723063986258995,7.255252191136099
South Africa,2015,20-24 years,Both,Smoking,Exposure per 100,6.419265351940901,5.6587807489649995,7.2363703069187
Botswana,2015,20-24 years,Both,Smoking,Exposure per 100,3.259765233504,2.0396404127605,4.8714156560655
Togo,2015,20-24 years,Both,Smoking,Exposure per 100,0.57385951807774,0.30171713337686,1.0355217730286
Sierra Leone,2015,20-24 years,Both,Smoking,Exposure per 100,2.5284843198715,1.3818586540144,4.3489687120044005
Senegal,2015,20-24 years,Both,Smoking,Exposure per 100,1.8124430981487998,1.0517031979187998,2.9794445492888
Nigeria,2015,20-24 years,Both,Smoking,Exposure per 100,0.64992697018029,0.32654608792272,1.2125352550638
Niger,2015,20-24 years,Both,Smoking,Exposure per 100,1.5966843554979002,0.88925173240063,2.733434361266
Mauritania,2015,20-24 years,Both,Smoking,Exposure per 100,4.7464949305171995,2.6607767889467,7.873745823469499
Mali,2015,20-24 years,Both,Smoking,Exposure per 100,1.3507813348848,0.6748222722259399,2.3691047818286
Liberia,2015,20-24 years,Both,Smoking,Exposure per 100,0.78676227631923,0.40083454909039995,1.3753643837145
Guinea-Bissau,2015,20-24 years,Both,Smoking,Exposure per 100,2.7735494157058,1.409905546439,4.8971416822903
The Gambia,2015,20-24 years,Both,Smoking,Exposure per 100,3.9778082166944997,1.9673539549458001,6.7526160626367
Guinea,2015,20-24 years,Both,Smoking,Exposure per 100,1.3493008153994002,0.67579602836831,2.4477887901598003
Ghana,2015,20-24 years,Both,Smoking,Exposure per 100,0.46435391544508,0.22658126072456,0.92859115724859
Cape Verde,2015,20-24 years,Both,Smoking,Exposure per 100,1.1205261378212,0.57426852480171,2.1125681422203
Cote d'Ivoire,2015,20-24 years,Both,Smoking,Exposure per 100,2.0048070719813,1.0993291736978,3.4272522527741005
Burkina Faso,2015,20-24 years,Both,Smoking,Exposure per 100,2.2861485306222,1.1664993095326002,3.9579560730896004
Benin,2015,20-24 years,Both,Smoking,Exposure per 100,0.8846706924729899,0.44876173989944,1.5662739165089
Dominica,2015,20-24 years,Both,Smoking,Exposure per 100,1.5283552899006,0.7224473367767,2.7663749180281
Dominican Republic,2015,20-24 years,Both,Smoking,Exposure per 100,3.8523453748208003,2.2215228346698,6.0346552700296
Antigua and Barbuda,2015,20-24 years,Both,Smoking,Exposure per 100,1.6089158777650998,0.77893282819057,2.8256833706435
Cuba,2015,20-24 years,Both,Smoking,Exposure per 100,6.2116843532974,3.3528075282567,10.590724802001999
Grenada,2015,20-24 years,Both,Smoking,Exposure per 100,2.3742727904507,1.1311602405709,4.2546966853786
Jamaica,2015,20-24 years,Both,Smoking,Exposure per 100,4.2231231483829,2.2692786503761,7.021495303018099
Trinidad and Tobago,2015,20-24 years,Both,Smoking,Exposure per 100,5.8114169894206,3.6310818312388,8.6211872267185
The Bahamas,2015,20-24 years,Both,Smoking,Exposure per 100,4.1172760355186,2.5077457346008,6.3968358879161
Saint Lucia,2015,20-24 years,Both,Smoking,Exposure per 100,3.9812007519068002,1.8623008298061,7.5409681486906
Saint Vincent and the Grenadines,2015,20-24 years,Both,Smoking,Exposure per 100,1.6749387494661,0.79754393115178,3.2580716404266
Barbados,2015,20-24 years,Both,Smoking,Exposure per 100,2.2178832673906,1.0542913495808,4.1339313775483
Haiti,2015,20-24 years,Both,Smoking,Exposure per 100,1.6202950942129,0.76505516900854,3.1451385952506
Puerto Rico,2015,20-24 years,Both,Smoking,Exposure per 100,3.9140773727602003,1.9871386515366,6.9370981486889995
"Virgin Islands, U.S.",2015,20-24 years,Both,Smoking,Exposure per 100,0.57664720346929,0.26009563429719,1.1317118682938
Panama,2015,20-24 years,Both,Smoking,Exposure per 100,2.1360575347518,1.1918832448837,3.4799874249152
El Salvador,2015,20-24 years,Both,Smoking,Exposure per 100,2.6335058769075,1.1946009355353,5.0366751243067
Nicaragua,2015,20-24 years,Both,Smoking,Exposure per 100,4.3858032417424,2.1358141819062997,8.2249850164694
Mexico,2015,20-24 years,Both,Smoking,Exposure per 100,3.9311397614412,3.3256077727538,4.652409681868
Honduras,2015,20-24 years,Both,Smoking,Exposure per 100,5.8409127842705,3.3437132450559,9.7947532418946
Guatemala,2015,20-24 years,Both,Smoking,Exposure per 100,3.7235446501625,1.8781137769471001,6.8726136083227
Costa Rica,2015,20-24 years,Both,Smoking,Exposure per 100,4.9809364609484,2.8666204892879,8.0441255597122
Belize,2015,20-24 years,Both,Smoking,Exposure per 100,1.8270531975017001,0.84791452991714,3.5090553341811
United States,2015,20-24 years,Both,Smoking,Exposure per 100,5.7677080790139,5.4996054107485,6.0314229894495
Greenland,2015,20-24 years,Both,Smoking,Exposure per 100,36.429873434381996,30.897280044046,42.459768702285
Bermuda,2015,20-24 years,Both,Smoking,Exposure per 100,5.2092053171825,2.5965232255662,8.8801384733208
Colombia,2015,20-24 years,Both,Smoking,Exposure per 100,8.393503946169,4.952903791928899,12.602310227232
Guyana,2015,20-24 years,Both,Smoking,Exposure per 100,4.2155352633328,2.2225492223867,7.1000175859077
Ecuador,2015,20-24 years,Both,Smoking,Exposure per 100,2.7545622987238,1.4163951327315,4.6790301941073
Paraguay,2015,20-24 years,Both,Smoking,Exposure per 100,6.0902722113744,3.6481806487407002,9.597366697536
Suriname,2015,20-24 years,Both,Smoking,Exposure per 100,8.970357933119,5.6743614336817005,13.224071100248999
Uruguay,2015,20-24 years,Both,Smoking,Exposure per 100,12.019809471318,8.915921029860801,15.369819896461001
Venezuela,2015,20-24 years,Both,Smoking,Exposure per 100,4.7461804527359,2.367316847216,8.1525304121609
Peru,2015,20-24 years,Both,Smoking,Exposure per 100,4.399093490772,2.5816785323491,7.3634700042019
Chile,2015,20-24 years,Both,Smoking,Exposure per 100,19.483462112352,15.216870478246,24.030872278681002
Brazil,2015,20-24 years,Both,Smoking,Exposure per 100,5.8139757522068,4.8577376784407,6.8981848204828005
Bolivia,2015,20-24 years,Both,Smoking,Exposure per 100,12.336649193835001,8.7757580061115,16.321269715998
Argentina,2015,20-24 years,Both,Smoking,Exposure per 100,13.054711216428998,9.7475682743188,17.122712775686
Turkmenistan,2015,20-24 years,Both,Smoking,Exposure per 100,3.6413262595739,1.9389701480348,6.0236067828766995
Uzbekistan,2015,20-24 years,Both,Smoking,Exposure per 100,4.946992864344,3.0717818322828,7.3256677519685995
Tajikistan,2015,20-24 years,Both,Smoking,Exposure per 100,3.0568046117128,1.6262477372994002,5.2162341701418
Kyrgyzstan,2015,20-24 years,Both,Smoking,Exposure per 100,5.2212578128368,3.2138007529223,7.938377800904401
Kazakhstan,2015,20-24 years,Both,Smoking,Exposure per 100,8.5287464995985,5.9913491249235,11.856256933763
Mongolia,2015,20-24 years,Both,Smoking,Exposure per 100,6.6937829177767,4.5710992914346,9.3744987878896
Taiwan,2015,20-24 years,Both,Smoking,Exposure per 100,10.347802917515,6.8823576004791995,15.114903514355
South Korea,2015,20-24 years,Both,Smoking,Exposure per 100,15.521664865311,13.106568301137,18.18054022862
North Korea,2015,20-24 years,Both,Smoking,Exposure per 100,7.6587226110305,4.879566486742,11.531389464024
Japan,2015,20-24 years,Both,Smoking,Exposure per 100,8.8251052051398,8.2153756025631,9.4667290520599
China,2015,20-24 years,Both,Smoking,Exposure per 100,8.2196684600441,7.5904631503067,8.8739553225689
Myanmar,2015,20-24 years,Both,Smoking,Exposure per 100,3.3320380439805,2.1720573472384,4.900410953665
Cambodia,2015,20-24 years,Both,Smoking,Exposure per 100,1.9602322287471001,1.1943893592366002,3.0054816564586
Vietnam,2015,20-24 years,Both,Smoking,Exposure per 100,5.2287331787435996,3.5069517265638996,7.482577981528101
Laos,2015,20-24 years,Both,Smoking,Exposure per 100,11.971677355372,7.268104479512901,17.319690741231998
Malaysia,2015,20-24 years,Both,Smoking,Exposure per 100,6.7134317004155,4.3506546271129,9.647604576168101
Thailand,2015,20-24 years,Both,Smoking,Exposure per 100,8.7844764931509,6.4783943589989,11.310716232499
Brunei,2015,20-24 years,Both,Smoking,Exposure per 100,6.0529526116033,4.2385584064308,8.504630396018
Philippines,2015,20-24 years,Both,Smoking,Exposure per 100,8.5646868617913,6.0133013861258,11.78022009791
Indonesia,2015,20-24 years,Both,Smoking,Exposure per 100,12.569720861671,9.5551290673528,15.897247141994999
