Location,Year,Age,Sex,Risk factor,Measure,Value,Lower bound,Upper bound
Mozambique,2015,60-64 years,Both,Smoking,Exposure per 100,9.9661223376562,6.6037542922253,14.006345777612001
Mauritius,2015,60-64 years,Both,Smoking,Exposure per 100,12.381233485477,9.2342063828247,15.684588045409
Malawi,2015,60-64 years,Both,Smoking,Exposure per 100,8.5440221193771,6.1501226089714,11.241793652244999
Rwanda,2015,60-64 years,Both,Smoking,Exposure per 100,7.684065704116399,5.3600785967552005,10.730005963913
Somalia,2015,60-64 years,Both,Smoking,Exposure per 100,6.4206723330407005,3.2363697132266998,10.971817661129
Zambia,2015,60-64 years,Both,Smoking,Exposure per 100,10.062451991703,6.427674429510399,14.265306548046
Kenya,2015,60-64 years,Both,Smoking,Exposure per 100,6.0424037337321,5.3757690248989,6.7313507853958
Madagascar,2015,60-64 years,Both,Smoking,Exposure per 100,7.2292604708501,4.372891857381,10.710840116734
South Sudan,2015,60-64 years,Both,Smoking,Exposure per 100,6.668385520624,3.5498640478846,11.509168640670001
Seychelles,2015,60-64 years,Both,Smoking,Exposure per 100,15.276146259208002,11.481852382719,19.771328831599
Tanzania,2015,60-64 years,Both,Smoking,Exposure per 100,8.6074931668745,5.6932177331564,11.784493699949
Uganda,2015,60-64 years,Both,Smoking,Exposure per 100,6.4975671369370005,3.4372304097916,10.637882579986
Zimbabwe,2015,60-64 years,Both,Smoking,Exposure per 100,18.487183763578,11.949467372217,27.266242624016
Ethiopia,2015,60-64 years,Both,Smoking,Exposure per 100,3.8334940970063,1.9722316122413999,6.3859214195453
Eritrea,2015,60-64 years,Both,Smoking,Exposure per 100,4.2132592726541,2.1976908153688,7.0105179119531
Djibouti,2015,60-64 years,Both,Smoking,Exposure per 100,10.660065200325,6.6468303127901,16.302208322602
Comoros,2015,60-64 years,Both,Smoking,Exposure per 100,5.3904917378306,3.5416943027042,7.7947633767874
Burundi,2015,60-64 years,Both,Smoking,Exposure per 100,4.5374137534042,2.5149055900244,7.3724416890504
Gabon,2015,60-64 years,Both,Smoking,Exposure per 100,10.550391445889,6.3962445466059,16.336011276342
Equatorial Guinea,2015,60-64 years,Both,Smoking,Exposure per 100,9.006529678034001,3.7422064104980004,24.007596246586
Chad,2015,60-64 years,Both,Smoking,Exposure per 100,6.4904519994708005,3.4718664856469004,10.664461483594
Sao Tome and Principe,2015,60-64 years,Both,Smoking,Exposure per 100,8.9665763237093,4.6349835771633,14.430730613942
Congo,2015,60-64 years,Both,Smoking,Exposure per 100,9.154835552251,4.8714226168002,15.299179982326
Democratic Republic of the Congo,2015,60-64 years,Both,Smoking,Exposure per 100,7.2247642554831,4.8222388465821995,10.566840026739
Cameroon,2015,60-64 years,Both,Smoking,Exposure per 100,7.5154199912774,4.202988729545,12.625564408475002
Central African Republic,2015,60-64 years,Both,Smoking,Exposure per 100,9.6906496904957,4.7327028569909,16.07754211637
Angola,2015,60-64 years,Both,Smoking,Exposure per 100,10.342665916672,4.5111955490938005,24.011943186586
Morocco,2015,60-64 years,Both,Smoking,Exposure per 100,13.779966915648,9.422898365877,19.125715429972
Libya,2015,60-64 years,Both,Smoking,Exposure per 100,19.369883003890003,15.300547536421998,23.732064641841998
Sudan,2015,60-64 years,Both,Smoking,Exposure per 100,3.7550786920499997,1.8056109285903998,6.6403085491567
Tunisia,2015,60-64 years,Both,Smoking,Exposure per 100,25.550445588878002,19.32085929531,32.328999922790004
Algeria,2015,60-64 years,Both,Smoking,Exposure per 100,8.814834451517,5.9060054882751,12.620349685311998
Namibia,2015,60-64 years,Both,Smoking,Exposure per 100,10.189894297177,7.1468762705184,14.112424674777
Swaziland,2015,60-64 years,Both,Smoking,Exposure per 100,15.434804935523,7.103630464288201,26.188496213154
Lesotho,2015,60-64 years,Both,Smoking,Exposure per 100,19.272195589763,11.970904012821,29.155540466043
South Africa,2015,60-64 years,Both,Smoking,Exposure per 100,21.213776966393,19.031813698111,23.509333786879
Botswana,2015,60-64 years,Both,Smoking,Exposure per 100,19.366839571710003,9.634885795101999,43.340735840083
Togo,2015,60-64 years,Both,Smoking,Exposure per 100,9.0347624808027,5.980205935200599,13.181003627946
Sierra Leone,2015,60-64 years,Both,Smoking,Exposure per 100,12.599128816566,9.264983471711501,16.867839703607
Senegal,2015,60-64 years,Both,Smoking,Exposure per 100,6.1908231320034,3.2179418479034,10.409535064028
Nigeria,2015,60-64 years,Both,Smoking,Exposure per 100,4.3474351485676,2.4589328263574,7.0928263767197
Niger,2015,60-64 years,Both,Smoking,Exposure per 100,3.2190970504826,1.6077852790477,5.7554086502894
Mauritania,2015,60-64 years,Both,Smoking,Exposure per 100,6.8083157784026005,3.6644626445491997,10.854340864607
Mali,2015,60-64 years,Both,Smoking,Exposure per 100,4.6147359608896,2.7038032410265997,7.1578418583763
Liberia,2015,60-64 years,Both,Smoking,Exposure per 100,7.4986822639224,4.7183055446396,11.113862630325
Guinea-Bissau,2015,60-64 years,Both,Smoking,Exposure per 100,7.1099865251275,2.7940882173733,16.821076617412
The Gambia,2015,60-64 years,Both,Smoking,Exposure per 100,9.5298082124745,7.1265060951891,12.404204122621
Guinea,2015,60-64 years,Both,Smoking,Exposure per 100,5.6829518180844,2.8836232092585,9.4744974916562
Ghana,2015,60-64 years,Both,Smoking,Exposure per 100,5.014643143133,2.8984398767877,8.154743674827
Cape Verde,2015,60-64 years,Both,Smoking,Exposure per 100,8.06069155855,5.579065823542,11.646856870421999
Cote d'Ivoire,2015,60-64 years,Both,Smoking,Exposure per 100,7.6236067831037,4.3072486599382005,12.051336641144001
Burkina Faso,2015,60-64 years,Both,Smoking,Exposure per 100,5.3887769070054,3.0423917688058,8.954667395600199
Benin,2015,60-64 years,Both,Smoking,Exposure per 100,7.7514918901765,4.6989743557634,12.022256950575
Dominica,2015,60-64 years,Both,Smoking,Exposure per 100,7.5824342333666,5.3309092567525,10.411140169232
