Location,Year,Age,Sex,Risk factor,Measure,Value,Lower bound,Upper bound
Mozambique,2015,40-44 years,Both,Smoking,Exposure per 100,14.109138171023,6.4827281818322,29.613363527022003
Mauritius,2015,40-44 years,Both,Smoking,Exposure per 100,16.383969920748,9.8674356501841,31.331331840445
Malawi,2015,40-44 years,Both,Smoking,Exposure per 100,7.0488027073057,4.9761739074779,15.661442106861001
Rwanda,2015,40-44 years,Both,Smoking,Exposure per 100,6.9651840985388995,3.4009065560522003,22.535093844591
Somalia,2015,40-44 years,Both,Smoking,Exposure per 100,9.466664878665899,3.274097563545,28.843851144467
Zambia,2015,40-44 years,Both,Smoking,Exposure per 100,15.711552825076,5.8293154546463,31.559266567248002
Kenya,2015,40-44 years,Both,Smoking,Exposure per 100,8.1133314820657,6.3379001737358,13.213731109746
Madagascar,2015,40-44 years,Both,Smoking,Exposure per 100,10.3390534529,5.5549333496994,25.262001436038002
South Sudan,2015,40-44 years,Both,Smoking,Exposure per 100,9.4506005181333,3.2577485307183,30.030363252927998
Seychelles,2015,40-44 years,Both,Smoking,Exposure per 100,20.755567255023998,11.1401414944,36.820205489372
Tanzania,2015,40-44 years,Both,Smoking,Exposure per 100,10.743524209755,5.4554899162356,29.687700527607003
Uganda,2015,40-44 years,Both,Smoking,Exposure per 100,14.599198963325,4.8279865766734,31.839135846591997
Zimbabwe,2015,40-44 years,Both,Smoking,Exposure per 100,19.186726125979,7.424746178032899,32.259753480209
Ethiopia,2015,40-44 years,Both,Smoking,Exposure per 100,6.877610214193,1.9181489735462,25.593731617002003
Eritrea,2015,40-44 years,Both,Smoking,Exposure per 100,10.176625541755,3.8677359150929997,28.147900117704
Djibouti,2015,40-44 years,Both,Smoking,Exposure per 100,17.012283323814,6.8498519704269,34.136994741279
Comoros,2015,40-44 years,Both,Smoking,Exposure per 100,8.8738725201754,5.0229696507591,19.531919247379
Burundi,2015,40-44 years,Both,Smoking,Exposure per 100,6.1406112844663,2.4189005008579003,18.580779235313997
Gabon,2015,40-44 years,Both,Smoking,Exposure per 100,15.604348645851,6.306315246667,34.640448270544
Equatorial Guinea,2015,40-44 years,Both,Smoking,Exposure per 100,12.267262497305,2.7330990201431997,43.015033771582
Chad,2015,40-44 years,Both,Smoking,Exposure per 100,9.2228584014712,3.2327443747689997,27.791576269100997
Sao Tome and Principe,2015,40-44 years,Both,Smoking,Exposure per 100,13.148493254034,2.6020691833008,29.696302156006997
Congo,2015,40-44 years,Both,Smoking,Exposure per 100,13.871913330756,4.515385674584,32.109007858375
Democratic Republic of the Congo,2015,40-44 years,Both,Smoking,Exposure per 100,8.148722060996299,4.4508886271881005,19.4323458869
Cameroon,2015,40-44 years,Both,Smoking,Exposure per 100,11.759205162709,3.5703037163685005,29.107678401230004
Central African Republic,2015,40-44 years,Both,Smoking,Exposure per 100,16.423057391651998,4.6216751581838,34.063096309273
Angola,2015,40-44 years,Both,Smoking,Exposure per 100,15.474866654353999,4.3463844644923,45.992466739192004
Morocco,2015,40-44 years,Both,Smoking,Exposure per 100,26.237260362636,13.235006356892,39.708312651316
Libya,2015,40-44 years,Both,Smoking,Exposure per 100,27.906050381375003,15.225481573676,37.892435508089
