Location,Year,Age,Sex,Risk factor,Measure,Value,Lower bound,Upper bound
Mozambique,2015,35-39 years,Both,Smoking,Exposure per 100,10.839518982951999,5.927079610314101,24.010800563174
Mauritius,2015,35-39 years,Both,Smoking,Exposure per 100,12.500273628346001,7.8370801866208994,19.742286461323
Malawi,2015,35-39 years,Both,Smoking,Exposure per 100,9.7625403609316,3.9155514459786005,24.55958486305
Rwanda,2015,35-39 years,Both,Smoking,Exposure per 100,7.6240510329391,3.1152233415103,21.746858615123
Somalia,2015,35-39 years,Both,Smoking,Exposure per 100,9.5314199286068,2.7979383687671,25.288231330298
Zambia,2015,35-39 years,Both,Smoking,Exposure per 100,8.1616781779942,2.9988996124545997,19.71829238494
Kenya,2015,35-39 years,Both,Smoking,Exposure per 100,11.109102671793,5.672035062445,22.862684624642
Madagascar,2015,35-39 years,Both,Smoking,Exposure per 100,11.431615367689,5.0277146680474,27.069572152373
South Sudan,2015,35-39 years,Both,Smoking,Exposure per 100,10.28591648494,3.0897849900085,25.73243611496
Seychelles,2015,35-39 years,Both,Smoking,Exposure per 100,15.994760493225,7.1469422917859005,29.898209125913
Tanzania,2015,35-39 years,Both,Smoking,Exposure per 100,9.0454076183897,4.4407597386005,22.379644431575
Uganda,2015,35-39 years,Both,Smoking,Exposure per 100,9.4375637982184,3.2965271463573,27.098390326942003
Zimbabwe,2015,35-39 years,Both,Smoking,Exposure per 100,12.033381757941001,5.3310706449155,29.348424387896
Ethiopia,2015,35-39 years,Both,Smoking,Exposure per 100,5.8194444748215,1.402333443373,19.180015005255
Eritrea,2015,35-39 years,Both,Smoking,Exposure per 100,8.1190200609706,3.2476268879047,23.508665465767002
Djibouti,2015,35-39 years,Both,Smoking,Exposure per 100,12.48640909077,5.791519901209,28.313130984584
Comoros,2015,35-39 years,Both,Smoking,Exposure per 100,9.2859072003512,4.154120586285201,23.725707870287
Burundi,2015,35-39 years,Both,Smoking,Exposure per 100,8.0163021825343,2.8870685733829,22.989373912287
Gabon,2015,35-39 years,Both,Smoking,Exposure per 100,12.01788135094,5.5827427270605,28.399192288983
Equatorial Guinea,2015,35-39 years,Both,Smoking,Exposure per 100,9.807466062713301,2.5590168209153,33.071209192560005
Chad,2015,35-39 years,Both,Smoking,Exposure per 100,8.3559195365363,2.8516975815695003,21.418923883408
Sao Tome and Principe,2015,35-39 years,Both,Smoking,Exposure per 100,11.60056113111,1.6834746511559002,30.987181321930002
Congo,2015,35-39 years,Both,Smoking,Exposure per 100,10.907695831657,3.5699240317141,29.219698365775997
Democratic Republic of the Congo,2015,35-39 years,Both,Smoking,Exposure per 100,8.2936621429616,4.1244757890279,21.159952633364
Cameroon,2015,35-39 years,Both,Smoking,Exposure per 100,8.068804952984001,2.5529177464533,25.079951833703003
Central African Republic,2015,35-39 years,Both,Smoking,Exposure per 100,10.441900664735,3.3637369314634,28.791006383800998
