Location,Year,Age,Sex,Risk factor,Measure,Value,Lower bound,Upper bound
Mozambique,2015,45-49 years,Both,Smoking,Exposure per 100,10.231182503513999,6.536794909827,16.886353024639998
Mauritius,2015,45-49 years,Both,Smoking,Exposure per 100,14.526928052729,10.247118870053,19.279768478337
Malawi,2015,45-49 years,Both,Smoking,Exposure per 100,7.543230325077401,5.8065079372959,10.384464341442
Rwanda,2015,45-49 years,Both,Smoking,Exposure per 100,5.6333340980275,3.6471045003852,9.0184106924894
Somalia,2015,45-49 years,Both,Smoking,Exposure per 100,7.2293093182870996,3.1703207940644,15.84204163631
Zambia,2015,45-49 years,Both,Smoking,Exposure per 100,8.9715118304618,4.782283488888099,15.078494678235
Kenya,2015,45-49 years,Both,Smoking,Exposure per 100,6.8055797667981,6.0151903214148,7.906516299057199
Madagascar,2015,45-49 years,Both,Smoking,Exposure per 100,8.070040194495801,4.9047162390258,12.311597396872
South Sudan,2015,45-49 years,Both,Smoking,Exposure per 100,7.5976580424687,3.3115322112766,17.708550673864
Seychelles,2015,45-49 years,Both,Smoking,Exposure per 100,19.423348757131002,13.812940490305001,27.763362449066996
Tanzania,2015,45-49 years,Both,Smoking,Exposure per 100,8.5931794893295,6.0699555130661,13.167960236367
Uganda,2015,45-49 years,Both,Smoking,Exposure per 100,8.653212964875099,4.0029580818239,16.474489657304
Zimbabwe,2015,45-49 years,Both,Smoking,Exposure per 100,17.384308886624,8.43864102522,30.895869817424998
Ethiopia,2015,45-49 years,Both,Smoking,Exposure per 100,4.1891376410619,2.0356283425646002,8.0244794117296
Eritrea,2015,45-49 years,Both,Smoking,Exposure per 100,6.1157398253121995,3.2607460846823,12.323959405296
Djibouti,2015,45-49 years,Both,Smoking,Exposure per 100,12.451442628879,6.8263311164397,22.526202000637
Comoros,2015,45-49 years,Both,Smoking,Exposure per 100,5.4663285756660995,3.6799436883550003,8.2676647191949
Burundi,2015,45-49 years,Both,Smoking,Exposure per 100,4.1813341965099,2.2207877083264003,7.5497171683114
Gabon,2015,45-49 years,Both,Smoking,Exposure per 100,14.103634664521,7.323980415641,26.723697637504003
Equatorial Guinea,2015,45-49 years,Both,Smoking,Exposure per 100,11.48232807939,3.1465680358315997,38.712947888687
Chad,2015,45-49 years,Both,Smoking,Exposure per 100,7.513944209390699,3.523937126873,14.163441903786001
Sao Tome and Principe,2015,45-49 years,Both,Smoking,Exposure per 100,9.6377627719026,2.7750329867508,21.172914246037
Congo,2015,45-49 years,Both,Smoking,Exposure per 100,12.555301952757999,5.5889627688748,24.988964365414
Democratic Republic of the Congo,2015,45-49 years,Both,Smoking,Exposure per 100,8.257047992092199,4.8775208807382,13.293701807422002
Cameroon,2015,45-49 years,Both,Smoking,Exposure per 100,8.8173091595894,3.7003750135885,18.276994214443
Central African Republic,2015,45-49 years,Both,Smoking,Exposure per 100,15.309529356147,5.532852175807,29.971791292775002
Angola,2015,45-49 years,Both,Smoking,Exposure per 100,14.400681656444,4.8743306056497,43.360147447914
Morocco,2015,45-49 years,Both,Smoking,Exposure per 100,25.723700980135,16.578999841437,35.551863600594004
Libya,2015,45-49 years,Both,Smoking,Exposure per 100,28.256633182204,20.470893339501,37.886323262457
