Location,Year,Age,Sex,Risk factor,Measure,Value,Lower bound,Upper bound
Mozambique,2015,50-54 years,Both,Smoking,Exposure per 100,9.8157879144655,6.357187591082,14.49699739308
Mauritius,2015,50-54 years,Both,Smoking,Exposure per 100,13.232979537657,9.658865817274801,17.216601173887998
Malawi,2015,50-54 years,Both,Smoking,Exposure per 100,7.7978464063042,6.0417678040231,9.8910859387113
Rwanda,2015,50-54 years,Both,Smoking,Exposure per 100,6.927445737257,4.8219753391548,9.7498493890196
Somalia,2015,50-54 years,Both,Smoking,Exposure per 100,7.2907379360226,3.6211965754980002,13.441680539503
Zambia,2015,50-54 years,Both,Smoking,Exposure per 100,9.6408665615373,5.5818174508056995,14.950684835148001
Kenya,2015,50-54 years,Both,Smoking,Exposure per 100,7.2432579920764,6.4739355050691,8.069132270261301
Madagascar,2015,50-54 years,Both,Smoking,Exposure per 100,8.5882769069362,5.4325988440372,12.511963400828998
South Sudan,2015,50-54 years,Both,Smoking,Exposure per 100,7.5301207422092995,3.5694719924788,14.887163110824
Seychelles,2015,50-54 years,Both,Smoking,Exposure per 100,16.510268503551,12.340916439923,21.348943814083
Tanzania,2015,50-54 years,Both,Smoking,Exposure per 100,9.3966200853524,6.1946199716773,13.880481234433
Uganda,2015,50-54 years,Both,Smoking,Exposure per 100,8.466539618899201,4.6042063651701,14.220082398343001
Zimbabwe,2015,50-54 years,Both,Smoking,Exposure per 100,15.879244511828,9.3230124220383,26.742276235529
Ethiopia,2015,50-54 years,Both,Smoking,Exposure per 100,3.8234338698881003,1.934471321197,6.9709740246838
Eritrea,2015,50-54 years,Both,Smoking,Exposure per 100,5.2839347815107,2.7628316275931,9.327490684997
Djibouti,2015,50-54 years,Both,Smoking,Exposure per 100,12.77011352746,7.4727581055577,20.447695151267002
Comoros,2015,50-54 years,Both,Smoking,Exposure per 100,6.0600132259235,4.1123736277704,8.650666941108499
Burundi,2015,50-54 years,Both,Smoking,Exposure per 100,4.7806877043567,2.6666570374758,7.6007198536669
Gabon,2015,50-54 years,Both,Smoking,Exposure per 100,12.324406839188,7.0193191407598,20.85461396233
Equatorial Guinea,2015,50-54 years,Both,Smoking,Exposure per 100,10.379705810714999,3.532646820472,32.096171897630995
Chad,2015,50-54 years,Both,Smoking,Exposure per 100,8.274655296179901,3.8735888560542997,14.93816611672
Sao Tome and Principe,2015,50-54 years,Both,Smoking,Exposure per 100,11.335012400743,5.0625304947768,20.956401378591
Congo,2015,50-54 years,Both,Smoking,Exposure per 100,11.415792495028,5.741643301957,20.166190647126
Democratic Republic of the Congo,2015,50-54 years,Both,Smoking,Exposure per 100,8.3945719934948,5.3758976308747,12.458522874448
Cameroon,2015,50-54 years,Both,Smoking,Exposure per 100,9.806605745173,4.7921613370008,18.049977938633997
Central African Republic,2015,50-54 years,Both,Smoking,Exposure per 100,12.7643629418,5.489435505897,22.964629559029
Angola,2015,50-54 years,Both,Smoking,Exposure per 100,12.907457589467,4.9467079723862,34.062870417437004
Morocco,2015,50-54 years,Both,Smoking,Exposure per 100,21.179113712438998,14.696246437237,30.45685018351
Libya,2015,50-54 years,Both,Smoking,Exposure per 100,22.470141531665,17.193098827225,28.858321314974
Sudan,2015,50-54 years,Both,Smoking,Exposure per 100,4.7344888434031,1.7551258720498002,9.1554055373804
Tunisia,2015,50-54 years,Both,Smoking,Exposure per 100,28.188893835183997,20.885070787247002,36.235366016786
Algeria,2015,50-54 years,Both,Smoking,Exposure per 100,9.471933849627199,6.2204611853795,13.485223655361
Namibia,2015,50-54 years,Both,Smoking,Exposure per 100,8.9171706152903,6.0825099181075,12.744744189259
Swaziland,2015,50-54 years,Both,Smoking,Exposure per 100,19.600754871915,6.6252372367032,34.850620501360005
Lesotho,2015,50-54 years,Both,Smoking,Exposure per 100,25.367893892963,13.933601946947,38.023848841598
South Africa,2015,50-54 years,Both,Smoking,Exposure per 100,22.220754057887,19.839715576425,24.957505916898
Botswana,2015,50-54 years,Both,Smoking,Exposure per 100,21.640172459316002,8.7851252493026,48.999261913482
Togo,2015,50-54 years,Both,Smoking,Exposure per 100,9.047674021696201,5.1255889007299,14.611391517867
Sierra Leone,2015,50-54 years,Both,Smoking,Exposure per 100,16.437314001921,12.221553850132,21.960986641534
Senegal,2015,50-54 years,Both,Smoking,Exposure per 100,7.4485991344663995,3.1243359719688,14.505892011884999
Nigeria,2015,50-54 years,Both,Smoking,Exposure per 100,4.425802334009401,2.172036931489,8.4274631886326
Niger,2015,50-54 years,Both,Smoking,Exposure per 100,4.1756233880318,2.0393425320189,7.7435240854672
Mauritania,2015,50-54 years,Both,Smoking,Exposure per 100,7.962499056446299,4.2836570789716,12.869288783926
Mali,2015,50-54 years,Both,Smoking,Exposure per 100,5.1657007497232,2.903396244488,8.2880519363519
Liberia,2015,50-54 years,Both,Smoking,Exposure per 100,7.048077211562501,4.3016199350143,10.915108424764
Guinea-Bissau,2015,50-54 years,Both,Smoking,Exposure per 100,9.7798360346299,3.0011761085892,28.04237016445
The Gambia,2015,50-54 years,Both,Smoking,Exposure per 100,8.8542391174304,6.4187290396835,12.274502160296
Guinea,2015,50-54 years,Both,Smoking,Exposure per 100,11.612054747795,5.4024947240962,21.329441960538002
Ghana,2015,50-54 years,Both,Smoking,Exposure per 100,4.8794451047119995,2.2775613428726,9.016712863444901
Cape Verde,2015,50-54 years,Both,Smoking,Exposure per 100,9.3284842799541,6.3839858404985,13.003093225707
Cote d'Ivoire,2015,50-54 years,Both,Smoking,Exposure per 100,7.7878357568781,4.4481264958212,12.856057425327
Burkina Faso,2015,50-54 years,Both,Smoking,Exposure per 100,7.588515407743,4.4529893199493,11.922474673449
Benin,2015,50-54 years,Both,Smoking,Exposure per 100,9.3348229445952,4.8202491564305,17.082455905065
