Location,Year,Age,Sex,Risk factor,Measure,Value,Lower bound,Upper bound
Mozambique,2015,30-34 years,Both,Smoking,Exposure per 100,11.50270236953,4.3201486820095,27.379354668483003
Mauritius,2015,30-34 years,Both,Smoking,Exposure per 100,14.604496737329,7.8345458084825,27.93336096633
Malawi,2015,30-34 years,Both,Smoking,Exposure per 100,11.108094823319,3.6673083883581,27.132407073808
Rwanda,2015,30-34 years,Both,Smoking,Exposure per 100,9.8790213911483,2.8162208177746,26.67526490096
Somalia,2015,30-34 years,Both,Smoking,Exposure per 100,11.15121652605,2.4207480961988,28.938080251865
Zambia,2015,30-34 years,Both,Smoking,Exposure per 100,8.7308360972214,2.201243306691,24.049427713097
Kenya,2015,30-34 years,Both,Smoking,Exposure per 100,11.826634659103,4.3798233141072,25.868282064275
Madagascar,2015,30-34 years,Both,Smoking,Exposure per 100,13.777368419361999,4.867091663867,30.490229341435
South Sudan,2015,30-34 years,Both,Smoking,Exposure per 100,11.498827187342,2.5653012611286,28.425408512224998
Seychelles,2015,30-34 years,Both,Smoking,Exposure per 100,12.122267519159,7.2116898955587,20.073893854241
Tanzania,2015,30-34 years,Both,Smoking,Exposure per 100,10.364167072822001,3.4277780613694997,25.910682397661
Uganda,2015,30-34 years,Both,Smoking,Exposure per 100,7.378320110379399,2.7363012979284997,22.077805115661
Zimbabwe,2015,30-34 years,Both,Smoking,Exposure per 100,10.08220805371,5.2889840232889,26.704491868484
Ethiopia,2015,30-34 years,Both,Smoking,Exposure per 100,7.707567141329701,0.8688475976574199,22.805827142361
Eritrea,2015,30-34 years,Both,Smoking,Exposure per 100,10.108739340866,2.9092578369973,25.880914493509998
Djibouti,2015,30-34 years,Both,Smoking,Exposure per 100,11.947853090018,4.548574010245201,28.764101886499
Comoros,2015,30-34 years,Both,Smoking,Exposure per 100,12.685367084315999,4.574593641547,28.980280866248997
Burundi,2015,30-34 years,Both,Smoking,Exposure per 100,9.7842760984376,2.1472608073943,25.780159125155
