Location,Year,Age,Sex,Risk factor,Measure,Value,Lower bound,Upper bound
Mozambique,2015,60-64 years,Both,High fasting plasma glucose,Exposure per 100,1.983534,1.4121666,2.7540877
Mauritius,2015,60-64 years,Both,High fasting plasma glucose,Exposure per 100,12.005092000000001,9.080112,15.489231
Malawi,2015,60-64 years,Both,High fasting plasma glucose,Exposure per 100,3.2722466,2.4904026,4.3616217
Rwanda,2015,60-64 years,Both,High fasting plasma glucose,Exposure per 100,2.1650411000000003,1.6414373999999998,2.825596
Somalia,2015,60-64 years,Both,High fasting plasma glucose,Exposure per 100,3.172937,2.2884306,4.3276988
Zambia,2015,60-64 years,Both,High fasting plasma glucose,Exposure per 100,5.206913500000001,3.8267132000000004,6.8865195
Kenya,2015,60-64 years,Both,High fasting plasma glucose,Exposure per 100,4.1715916,3.3530384000000004,5.1458679
Madagascar,2015,60-64 years,Both,High fasting plasma glucose,Exposure per 100,3.2340974,2.3522617,4.3864511
South Sudan,2015,60-64 years,Both,High fasting plasma glucose,Exposure per 100,3.7677858,2.7664721,4.9630471
Seychelles,2015,60-64 years,Both,High fasting plasma glucose,Exposure per 100,16.928786000000002,13.302559,21.080871000000002
Tanzania,2015,60-64 years,Both,High fasting plasma glucose,Exposure per 100,6.1167128,4.8562735,7.615193700000001
Uganda,2015,60-64 years,Both,High fasting plasma glucose,Exposure per 100,1.6292274,1.2200870000000001,2.1463133
Zimbabwe,2015,60-64 years,Both,High fasting plasma glucose,Exposure per 100,7.4946426,5.9286777,9.4881155
Ethiopia,2015,60-64 years,Both,High fasting plasma glucose,Exposure per 100,7.0958436,5.7105806,8.7862656
Eritrea,2015,60-64 years,Both,High fasting plasma glucose,Exposure per 100,3.0535227000000003,2.1528786,4.1107152000000005
Djibouti,2015,60-64 years,Both,High fasting plasma glucose,Exposure per 100,4.4620365,3.3003815,6.0114421
Comoros,2015,60-64 years,Both,High fasting plasma glucose,Exposure per 100,2.1756189,1.6258031,2.8488141000000002
Burundi,2015,60-64 years,Both,High fasting plasma glucose,Exposure per 100,2.957622,2.0688196999999997,4.0905349
