Location,Year,Age,Sex,Risk factor,Measure,Value,Lower bound,Upper bound
Mozambique,2015,35-39 years,Both,High fasting plasma glucose,Exposure per 100,1.0194032,0.69718272,1.4566805
Mauritius,2015,35-39 years,Both,High fasting plasma glucose,Exposure per 100,7.9965487,5.7701044,10.919531000000001
Malawi,2015,35-39 years,Both,High fasting plasma glucose,Exposure per 100,2.1590013000000003,1.538273,2.9468589
Rwanda,2015,35-39 years,Both,High fasting plasma glucose,Exposure per 100,1.2378911,0.86446535,1.6656351999999999
Somalia,2015,35-39 years,Both,High fasting plasma glucose,Exposure per 100,1.8670352000000001,1.2749901,2.6473485
Zambia,2015,35-39 years,Both,High fasting plasma glucose,Exposure per 100,3.0800469,2.2126911,4.2123057
Kenya,2015,35-39 years,Both,High fasting plasma glucose,Exposure per 100,3.2298464,2.4790069000000003,4.069380799999999
Madagascar,2015,35-39 years,Both,High fasting plasma glucose,Exposure per 100,1.9446924,1.3196536,2.8160162
South Sudan,2015,35-39 years,Both,High fasting plasma glucose,Exposure per 100,2.2605668999999997,1.5486157,3.1681418000000003
Seychelles,2015,35-39 years,Both,High fasting plasma glucose,Exposure per 100,8.8014327,6.452574599999999,11.522435999999999
Tanzania,2015,35-39 years,Both,High fasting plasma glucose,Exposure per 100,3.7202194,2.7636779000000002,4.7845062
Uganda,2015,35-39 years,Both,High fasting plasma glucose,Exposure per 100,1.3093387,0.92928456,1.7761527
Zimbabwe,2015,35-39 years,Both,High fasting plasma glucose,Exposure per 100,4.8728824,3.6505938,6.4461224
Ethiopia,2015,35-39 years,Both,High fasting plasma glucose,Exposure per 100,5.1833019,3.9779115,6.573478100000001
Eritrea,2015,35-39 years,Both,High fasting plasma glucose,Exposure per 100,1.9037463000000001,1.2984316,2.6714262
Djibouti,2015,35-39 years,Both,High fasting plasma glucose,Exposure per 100,2.7306901000000003,1.9118072,3.7511360000000002
Comoros,2015,35-39 years,Both,High fasting plasma glucose,Exposure per 100,1.1468071,0.79212971,1.5788486000000002
Burundi,2015,35-39 years,Both,High fasting plasma glucose,Exposure per 100,1.8154882,1.2308484,2.5865516
Gabon,2015,35-39 years,Both,High fasting plasma glucose,Exposure per 100,4.5443799,3.2800075,6.0665287
Equatorial Guinea,2015,35-39 years,Both,High fasting plasma glucose,Exposure per 100,5.106808999999999,3.6327112,6.5970398
Chad,2015,35-39 years,Both,High fasting plasma glucose,Exposure per 100,5.1977981,3.730958,6.9741026
Sao Tome and Principe,2015,35-39 years,Both,High fasting plasma glucose,Exposure per 100,0.79260096,0.52269944,1.1406238000000002
Congo,2015,35-39 years,Both,High fasting plasma glucose,Exposure per 100,3.7867736,2.669131,5.1526695
Democratic Republic of the Congo,2015,35-39 years,Both,High fasting plasma glucose,Exposure per 100,2.8200822,1.9382406,4.0216208
Cameroon,2015,35-39 years,Both,High fasting plasma glucose,Exposure per 100,2.8694171,2.1096762,3.8558799999999995
Central African Republic,2015,35-39 years,Both,High fasting plasma glucose,Exposure per 100,2.9418802,2.0748071,4.1295383
Angola,2015,35-39 years,Both,High fasting plasma glucose,Exposure per 100,3.9727688,2.8481638,5.4063726
Morocco,2015,35-39 years,Both,High fasting plasma glucose,Exposure per 100,5.9176277,4.2945828,8.135686100000001
Libya,2015,35-39 years,Both,High fasting plasma glucose,Exposure per 100,9.153620199999999,6.9254339,11.823837
Sudan,2015,35-39 years,Both,High fasting plasma glucose,Exposure per 100,6.182944,4.5560371,8.3265975
Tunisia,2015,35-39 years,Both,High fasting plasma glucose,Exposure per 100,8.5196808,6.5207176,10.921769000000001
Algeria,2015,35-39 years,Both,High fasting plasma glucose,Exposure per 100,4.506474,3.2325108,5.9490301
Namibia,2015,35-39 years,Both,High fasting plasma glucose,Exposure per 100,4.7589567,3.683579,6.0342199999999995
Swaziland,2015,35-39 years,Both,High fasting plasma glucose,Exposure per 100,4.8198543,3.7167825000000003,6.1328556
Lesotho,2015,35-39 years,Both,High fasting plasma glucose,Exposure per 100,2.7279193999999998,2.0176949,3.5078563
South Africa,2015,35-39 years,Both,High fasting plasma glucose,Exposure per 100,7.760661100000001,6.274608499999999,9.4298482
Botswana,2015,35-39 years,Both,High fasting plasma glucose,Exposure per 100,4.838551600000001,3.6235448000000003,6.344443600000001
Togo,2015,35-39 years,Both,High fasting plasma glucose,Exposure per 100,1.5015383,1.0705483999999998,2.1105552
Sierra Leone,2015,35-39 years,Both,High fasting plasma glucose,Exposure per 100,4.6301391,3.2376375,6.335745800000001
Senegal,2015,35-39 years,Both,High fasting plasma glucose,Exposure per 100,6.101612,4.5412786,8.1502773
Nigeria,2015,35-39 years,Both,High fasting plasma glucose,Exposure per 100,5.804834100000001,4.3844435,7.6303884
Niger,2015,35-39 years,Both,High fasting plasma glucose,Exposure per 100,3.1819776,2.2111082,4.3937862
Mauritania,2015,35-39 years,Both,High fasting plasma glucose,Exposure per 100,5.2499767,3.7818170999999996,7.136390400000001
Mali,2015,35-39 years,Both,High fasting plasma glucose,Exposure per 100,3.4648217000000003,2.3735706,4.9047414
Liberia,2015,35-39 years,Both,High fasting plasma glucose,Exposure per 100,6.6571482,5.233283,8.346539
Guinea-Bissau,2015,35-39 years,Both,High fasting plasma glucose,Exposure per 100,5.4875825,3.9477314999999997,7.4259579
The Gambia,2015,35-39 years,Both,High fasting plasma glucose,Exposure per 100,4.0489443,2.8437547,5.6360882
Guinea,2015,35-39 years,Both,High fasting plasma glucose,Exposure per 100,2.0445297,1.4569231,2.828401
Ghana,2015,35-39 years,Both,High fasting plasma glucose,Exposure per 100,6.0273845,4.6402220000000005,7.7127635
Cape Verde,2015,35-39 years,Both,High fasting plasma glucose,Exposure per 100,6.9907621,5.2240081,9.0255819
Cote d'Ivoire,2015,35-39 years,Both,High fasting plasma glucose,Exposure per 100,3.9586682,2.775906,5.5059161
Burkina Faso,2015,35-39 years,Both,High fasting plasma glucose,Exposure per 100,3.6359776000000004,2.5620129,5.1376507
Benin,2015,35-39 years,Both,High fasting plasma glucose,Exposure per 100,4.306006099999999,3.1743109,5.668281
Dominica,2015,35-39 years,Both,High fasting plasma glucose,Exposure per 100,6.381522100000001,4.822541,8.2034998
Dominican Republic,2015,35-39 years,Both,High fasting plasma glucose,Exposure per 100,3.3834804000000003,2.4639066,4.5148335
Antigua and Barbuda,2015,35-39 years,Both,High fasting plasma glucose,Exposure per 100,6.795834000000001,5.1331785,8.7413475
Cuba,2015,35-39 years,Both,High fasting plasma glucose,Exposure per 100,7.4313551,5.7104293,9.6064411
Grenada,2015,35-39 years,Both,High fasting plasma glucose,Exposure per 100,6.3688405,4.7850873,8.252573
Jamaica,2015,35-39 years,Both,High fasting plasma glucose,Exposure per 100,9.0131953,7.1042478000000004,11.348766000000001
