Location,Year,Age,Sex,Risk factor,Measure,Value,Lower bound,Upper bound
Mozambique,2015,55-59 years,Both,High fasting plasma glucose,Exposure per 100,1.7493036,1.2479686,2.4405815
Mauritius,2015,55-59 years,Both,High fasting plasma glucose,Exposure per 100,11.195605,8.3008498,14.882797
Malawi,2015,55-59 years,Both,High fasting plasma glucose,Exposure per 100,2.9442456999999997,2.1697069,3.863176
Rwanda,2015,55-59 years,Both,High fasting plasma glucose,Exposure per 100,1.9343249,1.456402,2.5304699
Somalia,2015,55-59 years,Both,High fasting plasma glucose,Exposure per 100,2.8933093,2.0579549999999998,3.9293054
Zambia,2015,55-59 years,Both,High fasting plasma glucose,Exposure per 100,4.7391708999999995,3.4581508,6.2073026
Kenya,2015,55-59 years,Both,High fasting plasma glucose,Exposure per 100,5.0694112,4.1528728,6.1267104
Madagascar,2015,55-59 years,Both,High fasting plasma glucose,Exposure per 100,2.9500239,2.1252606,4.000380600000001
South Sudan,2015,55-59 years,Both,High fasting plasma glucose,Exposure per 100,3.469025,2.5003964,4.679869500000001
Seychelles,2015,55-59 years,Both,High fasting plasma glucose,Exposure per 100,15.757756,12.316341999999999,19.998343
Tanzania,2015,55-59 years,Both,High fasting plasma glucose,Exposure per 100,5.6241985,4.3980531,7.0634946
Uganda,2015,55-59 years,Both,High fasting plasma glucose,Exposure per 100,1.4289076,1.0383012,1.9057571999999998
Zimbabwe,2015,55-59 years,Both,High fasting plasma glucose,Exposure per 100,7.1226209,5.541941899999999,8.8760272
Ethiopia,2015,55-59 years,Both,High fasting plasma glucose,Exposure per 100,6.567273999999999,5.282116299999999,8.1398144
Eritrea,2015,55-59 years,Both,High fasting plasma glucose,Exposure per 100,2.8407292,2.0092232,3.9154787000000004
Djibouti,2015,55-59 years,Both,High fasting plasma glucose,Exposure per 100,4.1499354,3.0320423,5.5662125
Comoros,2015,55-59 years,Both,High fasting plasma glucose,Exposure per 100,1.9450491,1.4243381,2.5534293
Burundi,2015,55-59 years,Both,High fasting plasma glucose,Exposure per 100,2.7111918,1.9112495999999999,3.707967
Gabon,2015,55-59 years,Both,High fasting plasma glucose,Exposure per 100,6.5001838,4.8646908,8.3288454
Equatorial Guinea,2015,55-59 years,Both,High fasting plasma glucose,Exposure per 100,7.240696300000001,5.5169806,9.428961600000001
Chad,2015,55-59 years,Both,High fasting plasma glucose,Exposure per 100,7.269102299999999,5.2627269,9.6804351
Sao Tome and Principe,2015,55-59 years,Both,High fasting plasma glucose,Exposure per 100,1.3841428,0.98796831,1.9222416
Congo,2015,55-59 years,Both,High fasting plasma glucose,Exposure per 100,5.499376,4.1460324,7.2670802000000005
Democratic Republic of the Congo,2015,55-59 years,Both,High fasting plasma glucose,Exposure per 100,4.2508230000000005,3.1843454,5.664916
Cameroon,2015,55-59 years,Both,High fasting plasma glucose,Exposure per 100,3.6243945,2.6713668999999998,4.878095200000001
Central African Republic,2015,55-59 years,Both,High fasting plasma glucose,Exposure per 100,4.3756645,3.2026552,5.9195586
Angola,2015,55-59 years,Both,High fasting plasma glucose,Exposure per 100,5.9150252,4.449082499999999,7.8032202999999996
Morocco,2015,55-59 years,Both,High fasting plasma glucose,Exposure per 100,8.485514700000001,6.38199,11.300115
Libya,2015,55-59 years,Both,High fasting plasma glucose,Exposure per 100,12.657912,10.064668000000001,16.099277
Sudan,2015,55-59 years,Both,High fasting plasma glucose,Exposure per 100,8.7600283,6.729362899999999,11.256681
Tunisia,2015,55-59 years,Both,High fasting plasma glucose,Exposure per 100,11.663149,9.1156356,14.55958
Algeria,2015,55-59 years,Both,High fasting plasma glucose,Exposure per 100,7.420177799999999,5.5816061999999995,9.8101847
Namibia,2015,55-59 years,Both,High fasting plasma glucose,Exposure per 100,6.6896759,5.3413432,8.137448899999999
Swaziland,2015,55-59 years,Both,High fasting plasma glucose,Exposure per 100,8.1519768,6.5332003,9.9801481
Lesotho,2015,55-59 years,Both,High fasting plasma glucose,Exposure per 100,4.4272549,3.5381998999999995,5.5079676
South Africa,2015,55-59 years,Both,High fasting plasma glucose,Exposure per 100,10.672737,8.9461111,12.658757000000001
Botswana,2015,55-59 years,Both,High fasting plasma glucose,Exposure per 100,7.2395213,5.6579337,9.1565952
Togo,2015,55-59 years,Both,High fasting plasma glucose,Exposure per 100,1.9668321999999998,1.3871789,2.640631
Sierra Leone,2015,55-59 years,Both,High fasting plasma glucose,Exposure per 100,6.7045964,4.937480000000001,9.016867000000001
Senegal,2015,55-59 years,Both,High fasting plasma glucose,Exposure per 100,8.0550015,6.0019843,10.604624999999999
Nigeria,2015,55-59 years,Both,High fasting plasma glucose,Exposure per 100,5.9803206,4.563719,7.7209502
Niger,2015,55-59 years,Both,High fasting plasma glucose,Exposure per 100,4.5605931,3.2437004,6.1169405
Mauritania,2015,55-59 years,Both,High fasting plasma glucose,Exposure per 100,6.514228900000001,4.8986483,8.3996929
Mali,2015,55-59 years,Both,High fasting plasma glucose,Exposure per 100,5.2042246,3.6831617,7.2096786999999996
Liberia,2015,55-59 years,Both,High fasting plasma glucose,Exposure per 100,9.3385518,7.6742671,11.258009
