Location,Year,Age,Sex,Cause of death or injury,Measure,Value,Lower bound,Upper bound
Mozambique,2015,15-19 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.00592279530732,0.0045881670665,0.00734916073673
Mauritius,2015,15-19 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.030915273268,0.024433125364,0.038186755658
Malawi,2015,15-19 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.00545936819247,0.00423606762819,0.00680463671312
Rwanda,2015,15-19 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.00508981846045,0.00400811398836,0.00627460234622
Somalia,2015,15-19 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.00646954421031,0.00495909313507,0.0080589621688
Zambia,2015,15-19 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.006307666685,0.00487551461259,0.00785694162036
Kenya,2015,15-19 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.00448840787149,0.0034474984651,0.00559716824001
Madagascar,2015,15-19 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.00498505566699,0.00381333430925,0.00619422564454
South Sudan,2015,15-19 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.00717587284199,0.00546436104377,0.00893993638744
Seychelles,2015,15-19 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0136535383414,0.0107018674919,0.0173335152929
Tanzania,2015,15-19 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.00518946704115,0.00408894645111,0.00642494662477
Uganda,2015,15-19 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.00556638487213,0.00437860604157,0.00681288952712
Zimbabwe,2015,15-19 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0126451448674,0.0100000995434,0.0155808170554
Ethiopia,2015,15-19 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.00581626157157,0.00453323443598,0.00719602962648
Eritrea,2015,15-19 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.00591438288035,0.00448563617278,0.00739637433865
Djibouti,2015,15-19 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.00764619900064,0.00589126492971,0.00945239499269
Comoros,2015,15-19 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.00598534973397,0.00461393525236,0.00738661267936
Burundi,2015,15-19 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.00552600738081,0.00430482543623,0.00689516676567
Gabon,2015,15-19 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0117679076321,0.00895399043048,0.0147926032996
Equatorial Guinea,2015,15-19 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0140767640829,0.0104842563013,0.017871598843
Chad,2015,15-19 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0111697174319,0.00867919686765,0.013810671517
Sao Tome and Principe,2015,15-19 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.00815860691668,0.00633599060367,0.010185624942
Congo,2015,15-19 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.010261585544,0.00788544513183,0.0127826940324
Democratic Republic of the Congo,2015,15-19 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.00795628709079,0.00604444578465,0.0100846606426
Cameroon,2015,15-19 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0107123629232,0.00830839793165,0.0134563481554
Central African Republic,2015,15-19 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.00975373078632,0.00747358114878,0.0122022913625
Angola,2015,15-19 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.010254950711,0.00777820209082,0.0129828991511
Morocco,2015,15-19 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0164590723835,0.0133401584815,0.0197576005688
Libya,2015,15-19 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.00953675209338,0.00760029468425,0.0116209966769
Sudan,2015,15-19 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.010497145942,0.00836943938915,0.0127921180489
Tunisia,2015,15-19 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0118757269546,0.00960080700011,0.0143125071978
Algeria,2015,15-19 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0176805311526,0.0142369220221,0.0215526412087
Namibia,2015,15-19 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0127502154469,0.0100951136124,0.015706521774
Swaziland,2015,15-19 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0192616847581,0.0146830141657,0.0239846138943
Lesotho,2015,15-19 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0160635438868,0.0126235311284,0.0197970790384
South Africa,2015,15-19 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0136527004705,0.010805917309,0.0168273786832
Botswana,2015,15-19 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0151089798892,0.0115886653498,0.0189741198463
Togo,2015,15-19 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.00903208453332,0.00704643710579,0.0111259919854
Sierra Leone,2015,15-19 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0101359152751,0.00808695326954,0.0124699392155
Senegal,2015,15-19 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.011252185086,0.00881458383112,0.0139491776762
Nigeria,2015,15-19 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.00749386424244,0.00588420137246,0.00920863845503
Niger,2015,15-19 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.00982989835476,0.00774051057162,0.0122073996136
Mauritania,2015,15-19 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0102542716311,0.00781351761469,0.0127221601775
Mali,2015,15-19 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.00986550680186,0.00786431303242,0.0121619537852
Liberia,2015,15-19 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.00896794611399,0.00697142063036,0.0111832704144
Guinea-Bissau,2015,15-19 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0118420497722,0.00917311359807,0.0146763265046
The Gambia,2015,15-19 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.00780543773072,0.00617554845733,0.0095343806034
Guinea,2015,15-19 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.00811703421736,0.00636094873999,0.00989022280533
Ghana,2015,15-19 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.00885811625431,0.00677896728041,0.011030265258
Cape Verde,2015,15-19 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0132648761725,0.0106619042154,0.0162142599807
Cote d'Ivoire,2015,15-19 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0104262598116,0.00820558989892,0.0130684769142
Burkina Faso,2015,15-19 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.00788615784688,0.0061742098342,0.00974491874545
Benin,2015,15-19 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.00834919802318,0.0065366456383,0.0104076220652
Dominica,2015,15-19 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0240546195049,0.019740079013,0.0289718384525
Dominican Republic,2015,15-19 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0130174725689,0.0104676468056,0.0158188149576
Antigua and Barbuda,2015,15-19 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0161086180611,0.0130208213486,0.019539271386
Cuba,2015,15-19 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.00855136839715,0.00681527526469,0.010364236046
Grenada,2015,15-19 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0182045203301,0.0142929762447,0.0223140014969
Jamaica,2015,15-19 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0175355529517,0.0143034861827,0.0208551707945
Trinidad and Tobago,2015,15-19 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0216560509739,0.0173113622949,0.0263872026791
The Bahamas,2015,15-19 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0160487630689,0.0128107702563,0.0196767518474
Saint Lucia,2015,15-19 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0157416995012,0.0127358075422,0.0189262880452
Saint Vincent and the Grenadines,2015,15-19 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0203617043579,0.0163286292373,0.0247968273863
Barbados,2015,15-19 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0200986354574,0.0160970122156,0.0245225340289
Haiti,2015,15-19 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0156558815203,0.0126614210874,0.0188582962199
Puerto Rico,2015,15-19 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0139443080667,0.0112510645756,0.0168827210266
