Location,Year,Age,Sex,Cause of death or injury,Measure,Value,Lower bound,Upper bound
Mozambique,2015,35-39 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0339839215355,0.0282823314637,0.0398499329596
Mauritius,2015,35-39 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.158476634186,0.134499020355,0.18444823334
Malawi,2015,35-39 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0293057193723,0.0246603488302,0.034371656013
Rwanda,2015,35-39 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0278325623384,0.0233956374498,0.0325763182602
Somalia,2015,35-39 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0347458138784,0.0290911252224,0.0409146429725
Zambia,2015,35-39 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0368747754451,0.031003102156,0.0436782930887
Kenya,2015,35-39 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.029800417093,0.0249079344038,0.0350968169318
Madagascar,2015,35-39 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0283678527567,0.0237846873031,0.0333735602821
South Sudan,2015,35-39 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.038601659506,0.0320159131448,0.0455979713632
Seychelles,2015,35-39 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0738082335614,0.0631765998932,0.0862824787814
Tanzania,2015,35-39 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0276658257278,0.0230568927725,0.0325988762171
Uganda,2015,35-39 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0299447184066,0.0250842884902,0.0349059781842
Zimbabwe,2015,35-39 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0535633057305,0.045287168297,0.0630670606516
Ethiopia,2015,35-39 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0327302483319,0.0273963618746,0.0386237874729
Eritrea,2015,35-39 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.032577039902,0.0271508101039,0.0383462393733
Djibouti,2015,35-39 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.040970974569,0.0339432520456,0.0485676033363
Comoros,2015,35-39 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0343532446251,0.0290395370394,0.040531696686
Burundi,2015,35-39 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0294755800769,0.0249041436366,0.0351274138817
Gabon,2015,35-39 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0715828503497,0.0593106392293,0.0848399117262
Equatorial Guinea,2015,35-39 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0817158426755,0.0673040307469,0.0973349809642
Chad,2015,35-39 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0451002295615,0.0380232228892,0.0526869959342
Sao Tome and Principe,2015,35-39 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.039411211636,0.0332073056164,0.0462932301401
Congo,2015,35-39 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0628286757632,0.0519790891588,0.0742182757967
Democratic Republic of the Congo,2015,35-39 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0473023195716,0.0393809778138,0.0556668578432
Cameroon,2015,35-39 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0464708138873,0.0391525799608,0.0546422853218
Central African Republic,2015,35-39 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0580542557157,0.047857814166,0.068727187249
Angola,2015,35-39 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0585471511425,0.0489170511404,0.0697380041172
Morocco,2015,35-39 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0924637962599,0.0777286376716,0.109610327694
Libya,2015,35-39 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.06585110259,0.0561119607689,0.0777533378792
Sudan,2015,35-39 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0669516383244,0.0565347736283,0.079364745897
Tunisia,2015,35-39 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0710750451934,0.0606935070498,0.0848745679823
Algeria,2015,35-39 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0900072661167,0.0767269327439,0.1043967275
Namibia,2015,35-39 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.060711972508,0.0503630801159,0.0716322374189
Swaziland,2015,35-39 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0907719206695,0.0757007442308,0.1072120458
Lesotho,2015,35-39 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.076386407668,0.0636225074974,0.0899306945294
South Africa,2015,35-39 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0708528725187,0.0607519543328,0.0827794677182
Botswana,2015,35-39 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0745411667508,0.0612781028583,0.0891107346371
Togo,2015,35-39 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0398223023746,0.0338084386893,0.0463970195611
Sierra Leone,2015,35-39 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0418530467603,0.0356583480017,0.0490215119593
Senegal,2015,35-39 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0485985519506,0.0410488555526,0.0571027809072
Nigeria,2015,35-39 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0310519499207,0.0266717580385,0.0361224214468
Niger,2015,35-39 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0407632106705,0.0343308160163,0.0474343741827
Mauritania,2015,35-39 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0417164008379,0.0349485670757,0.0489785315476
Mali,2015,35-39 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.039424946026,0.0335349945919,0.0457866161411
Liberia,2015,35-39 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0405144245435,0.0343494646025,0.0469817031553
Guinea-Bissau,2015,35-39 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0474248017282,0.0401003970564,0.0556617131528
The Gambia,2015,35-39 years,Both,Diabetes mellitus,Percent of total prevalent cases,0.0337235795187,0.0287427456803,0.0393764010023
