Location,Year,Age,Sex,Risk factor,Measure,Value,Lower bound,Upper bound
Mozambique,2015,30-34 years,Both,High body-mass index,Exposure per 100,3.0423795649085,1.4492661606896,5.6000973715596
Mauritius,2015,30-34 years,Both,High body-mass index,Exposure per 100,5.8644112260087,3.3077641316285002,8.968527712047
Malawi,2015,30-34 years,Both,High body-mass index,Exposure per 100,2.7565686295679,1.1706601622518,5.1296608441869
Rwanda,2015,30-34 years,Both,High body-mass index,Exposure per 100,2.3329197406035997,1.0243379892087001,4.1104860820660996
Somalia,2015,30-34 years,Both,High body-mass index,Exposure per 100,2.6364243645402,1.1540561476613,4.6346284547331
Zambia,2015,30-34 years,Both,High body-mass index,Exposure per 100,3.5145724036429002,1.7097768810058998,5.9997374660815
Kenya,2015,30-34 years,Both,High body-mass index,Exposure per 100,3.9121520538273002,2.2588368418545,5.8386758885445
Madagascar,2015,30-34 years,Both,High body-mass index,Exposure per 100,1.4820551489909999,0.54477203255488,2.9001761056839
South Sudan,2015,30-34 years,Both,High body-mass index,Exposure per 100,2.6845051210266,1.0799662654708,5.0582375502014
Seychelles,2015,30-34 years,Both,High body-mass index,Exposure per 100,7.370479907263699,4.8322446043796,10.517424577565
Tanzania,2015,30-34 years,Both,High body-mass index,Exposure per 100,3.1375517855383,1.6410332695075,5.0240325834382
Uganda,2015,30-34 years,Both,High body-mass index,Exposure per 100,2.9120703732524,1.5582274341962001,4.5374660879227005
Zimbabwe,2015,30-34 years,Both,High body-mass index,Exposure per 100,4.1010808190189,2.3686888446006,6.2767332556859
Ethiopia,2015,30-34 years,Both,High body-mass index,Exposure per 100,1.6425348406798002,0.69043602202937,3.1894940288394
Eritrea,2015,30-34 years,Both,High body-mass index,Exposure per 100,1.1841612553157002,0.44955129963446,2.4296120108876
Djibouti,2015,30-34 years,Both,High body-mass index,Exposure per 100,4.8707159940956,2.3390180808525,8.3624275315367
Comoros,2015,30-34 years,Both,High body-mass index,Exposure per 100,3.8021696956725997,1.7821780664419,6.4936159262821995
Burundi,2015,30-34 years,Both,High body-mass index,Exposure per 100,0.8960428726987499,0.30535036997499,1.8028760144132
Gabon,2015,30-34 years,Both,High body-mass index,Exposure per 100,6.5516242849069,4.2168142526949,9.473693573817501
Equatorial Guinea,2015,30-34 years,Both,High body-mass index,Exposure per 100,4.5196791521339,2.6073204214943,6.6898318659428995
Chad,2015,30-34 years,Both,High body-mass index,Exposure per 100,3.9957586446591,2.1431812469491,6.3566685833402
Sao Tome and Principe,2015,30-34 years,Both,High body-mass index,Exposure per 100,4.7055790393884,2.5437864591503,7.5574019973933
Congo,2015,30-34 years,Both,High body-mass index,Exposure per 100,4.1254476107841,2.3342850081511,6.2243535964531
Democratic Republic of the Congo,2015,30-34 years,Both,High body-mass index,Exposure per 100,1.4933838006152,0.66057823196991,2.5571148937751
Cameroon,2015,30-34 years,Both,High body-mass index,Exposure per 100,5.2055704493715,2.8685481704802,7.9453618514647
Central African Republic,2015,30-34 years,Both,High body-mass index,Exposure per 100,2.462022665504,1.2767871805519,3.9217549299597
Angola,2015,30-34 years,Both,High body-mass index,Exposure per 100,3.659769970414,1.9567418781522998,5.7552712328646995
Morocco,2015,30-34 years,Both,High body-mass index,Exposure per 100,6.0275576126298,3.4800311410809996,9.1658967049238
Libya,2015,30-34 years,Both,High body-mass index,Exposure per 100,8.2630330533215,5.2311494688309,11.556147412924
Sudan,2015,30-34 years,Both,High body-mass index,Exposure per 100,5.380034644619,3.1479543129357004,7.938917179422001
Tunisia,2015,30-34 years,Both,High body-mass index,Exposure per 100,6.041816101703399,3.5593164531826003,8.8327977614441
Algeria,2015,30-34 years,Both,High body-mass index,Exposure per 100,7.7938857147297,4.6631846820347,11.638866930334
Namibia,2015,30-34 years,Both,High body-mass index,Exposure per 100,3.7725393356742,2.1696031306209,5.6431580573734
Swaziland,2015,30-34 years,Both,High body-mass index,Exposure per 100,7.562793404456899,4.9913752079038,10.448566920005
Lesotho,2015,30-34 years,Both,High body-mass index,Exposure per 100,5.5858219088671,3.5401496426539003,7.9715431497394
South Africa,2015,30-34 years,Both,High body-mass index,Exposure per 100,7.8488855754915,5.370961191501,10.653326190119
Botswana,2015,30-34 years,Both,High body-mass index,Exposure per 100,4.8743360539494,2.7590994076985,7.5222289850024
Togo,2015,30-34 years,Both,High body-mass index,Exposure per 100,3.2424575159907003,1.7294872924982,5.1511704684398
Sierra Leone,2015,30-34 years,Both,High body-mass index,Exposure per 100,3.1480619174882998,1.6696540810092,4.985669044475101
Senegal,2015,30-34 years,Both,High body-mass index,Exposure per 100,3.0839100959526,1.5552557930674,5.137990496179301
Nigeria,2015,30-34 years,Both,High body-mass index,Exposure per 100,4.3455078343683,2.3778377571144,6.691565329253001
Niger,2015,30-34 years,Both,High body-mass index,Exposure per 100,2.7634612926042,1.3300654946589001,4.6389628570229995
Mauritania,2015,30-34 years,Both,High body-mass index,Exposure per 100,5.9616168689563,3.5922087799052,8.8730615284087
Mali,2015,30-34 years,Both,High body-mass index,Exposure per 100,4.4171475307823,2.3660922046265,7.0431631926656
Liberia,2015,30-34 years,Both,High body-mass index,Exposure per 100,5.964643174743,3.605853881166,9.0967396508411
Guinea-Bissau,2015,30-34 years,Both,High body-mass index,Exposure per 100,3.0325799579716,1.4490939065612,5.1517325897621005
The Gambia,2015,30-34 years,Both,High body-mass index,Exposure per 100,4.0732330769048,2.2589893112042,6.1118377049266
Guinea,2015,30-34 years,Both,High body-mass index,Exposure per 100,2.5856524656596,1.2102270909691,4.3500531387534
Ghana,2015,30-34 years,Both,High body-mass index,Exposure per 100,5.0889646522184,2.8995403142689,7.6541573866691
Cape Verde,2015,30-34 years,Both,High body-mass index,Exposure per 100,4.750738824751799,2.5597260420327,7.5410663180538
Cote d'Ivoire,2015,30-34 years,Both,High body-mass index,Exposure per 100,3.815155853815,1.9040264819753998,6.1898109278414
Burkina Faso,2015,30-34 years,Both,High body-mass index,Exposure per 100,2.8326472349706,1.4624294532809,4.4982557098666
Benin,2015,30-34 years,Both,High body-mass index,Exposure per 100,4.0721508291876996,2.0623909444497,6.549101815211
Dominica,2015,30-34 years,Both,High body-mass index,Exposure per 100,7.6945843114820995,4.8120320124362,10.664337743229
Dominican Republic,2015,30-34 years,Both,High body-mass index,Exposure per 100,7.2901788169563,4.586440068403,10.217702641140999
Antigua and Barbuda,2015,30-34 years,Both,High body-mass index,Exposure per 100,6.837525916105499,4.1574811801794,9.909478762078
Cuba,2015,30-34 years,Both,High body-mass index,Exposure per 100,6.9915650892274,4.3536031069594,10.022245261729
Grenada,2015,30-34 years,Both,High body-mass index,Exposure per 100,7.8523208832115,5.1656835353257,10.922427141204
Jamaica,2015,30-34 years,Both,High body-mass index,Exposure per 100,7.7873004392173995,5.0058787958771,10.849131870978999
Trinidad and Tobago,2015,30-34 years,Both,High body-mass index,Exposure per 100,9.2643594576178,6.3102731305141,12.687810206013001
The Bahamas,2015,30-34 years,Both,High body-mass index,Exposure per 100,8.8156236561326,5.67589210192,12.433655155949
Saint Lucia,2015,30-34 years,Both,High body-mass index,Exposure per 100,8.386114130061701,5.5960648547244,11.496567925704
Saint Vincent and the Grenadines,2015,30-34 years,Both,High body-mass index,Exposure per 100,10.440110188699,7.0501425140257,14.198202034811
Barbados,2015,30-34 years,Both,High body-mass index,Exposure per 100,10.517942458008001,7.271167965735301,14.243652842533
Haiti,2015,30-34 years,Both,High body-mass index,Exposure per 100,4.1209589456434,2.3653082854797,6.3680609878925
Puerto Rico,2015,30-34 years,Both,High body-mass index,Exposure per 100,11.627738221224,8.0357315257148,15.623133468698999
"Virgin Islands, U.S.",2015,30-34 years,Both,High body-mass index,Exposure per 100,11.273647422639,7.7169030977015,15.22444889814
Panama,2015,30-34 years,Both,High body-mass index,Exposure per 100,4.520639006397801,2.2732165818612997,7.165712066419901
El Salvador,2015,30-34 years,Both,High body-mass index,Exposure per 100,8.1340283406269,4.8501575173992,11.870065062996
Nicaragua,2015,30-34 years,Both,High body-mass index,Exposure per 100,7.7265669187552,4.7317150381663,11.24489195875
Mexico,2015,30-34 years,Both,High body-mass index,Exposure per 100,9.016224093523,6.0031518570214,12.237253756391
Honduras,2015,30-34 years,Both,High body-mass index,Exposure per 100,7.5063134272801,4.7022559619712005,10.762550913985
Guatemala,2015,30-34 years,Both,High body-mass index,Exposure per 100,6.7813139423387,3.7870274595165,10.158742745389
Costa Rica,2015,30-34 years,Both,High body-mass index,Exposure per 100,6.8663197828267,3.9576269745447,10.400154225388
Belize,2015,30-34 years,Both,High body-mass index,Exposure per 100,9.242426027035,6.143620726871,12.881460515131
United States,2015,30-34 years,Both,High body-mass index,Exposure per 100,11.017091129716,7.8116203201386,14.543115883221999
Greenland,2015,30-34 years,Both,High body-mass index,Exposure per 100,7.640483802077799,4.6616291605012,11.068454217188
Bermuda,2015,30-34 years,Both,High body-mass index,Exposure per 100,7.7909018464054,4.9597768876904,10.953406463096
Colombia,2015,30-34 years,Both,High body-mass index,Exposure per 100,5.9807346603942,3.4796621183129997,8.9170916547513
Guyana,2015,30-34 years,Both,High body-mass index,Exposure per 100,6.0579774066676,3.7073721053364,8.785308987652101
Ecuador,2015,30-34 years,Both,High body-mass index,Exposure per 100,8.2056450961636,5.3050317492621,11.589710188289
Paraguay,2015,30-34 years,Both,High body-mass index,Exposure per 100,7.7265977285511,4.7547309200576,11.14072327993
Suriname,2015,30-34 years,Both,High body-mass index,Exposure per 100,9.0720115541243,6.0367606912252,12.49872979297
Uruguay,2015,30-34 years,Both,High body-mass index,Exposure per 100,7.1101128959349005,4.2761838613298,10.440615484507001
Venezuela,2015,30-34 years,Both,High body-mass index,Exposure per 100,8.270977203607,5.0682250853261,12.05824948044
Peru,2015,30-34 years,Both,High body-mass index,Exposure per 100,7.218791281951501,4.4686008531978,10.263243625759
Chile,2015,30-34 years,Both,High body-mass index,Exposure per 100,8.5834688771941,5.4860131262199,12.271347629981
Brazil,2015,30-34 years,Both,High body-mass index,Exposure per 100,7.749921289303,5.0702634889947005,10.773696901207
Bolivia,2015,30-34 years,Both,High body-mass index,Exposure per 100,6.675103583406799,4.0115181935783,9.840389117399399
Argentina,2015,30-34 years,Both,High body-mass index,Exposure per 100,7.624634768692,4.5074263826634,11.039097066217
Turkmenistan,2015,30-34 years,Both,High body-mass index,Exposure per 100,6.6682559812417,4.0008497035023005,9.7170400439184
Uzbekistan,2015,30-34 years,Both,High body-mass index,Exposure per 100,7.4266422947135995,4.865869797326,10.293346014385001
Tajikistan,2015,30-34 years,Both,High body-mass index,Exposure per 100,3.1077644269551,1.5728888297252002,5.0511414566623
Kyrgyzstan,2015,30-34 years,Both,High body-mass index,Exposure per 100,4.9452339915917,2.8002829715021003,7.613603607085399
Kazakhstan,2015,30-34 years,Both,High body-mass index,Exposure per 100,5.3593707612067,3.0861641698801,8.1276346407263
Mongolia,2015,30-34 years,Both,High body-mass index,Exposure per 100,6.274196891709701,3.8007060869802,9.0787374985204
Taiwan,2015,30-34 years,Both,High body-mass index,Exposure per 100,3.8232472514116003,1.9901196392291,6.140193238485
South Korea,2015,30-34 years,Both,High body-mass index,Exposure per 100,2.6015334434637003,1.1279440127214,4.4685642731947
North Korea,2015,30-34 years,Both,High body-mass index,Exposure per 100,1.1250229936644,0.36672219529736,2.2398302767810003
Japan,2015,30-34 years,Both,High body-mass index,Exposure per 100,1.8138021773784998,0.71544220776489,3.2166151150061
China,2015,30-34 years,Both,High body-mass index,Exposure per 100,3.1664785343965005,1.5628411615257,5.0799334255078
Myanmar,2015,30-34 years,Both,High body-mass index,Exposure per 100,3.0997482202348,1.5447208691662,5.066245962335
