Location,Year,Age,Sex,Risk factor,Measure,Value,Lower bound,Upper bound
Mozambique,2015,40-44 years,Both,High body-mass index,Exposure per 100,3.0335215235687,1.3929422075745,5.1875263251665995
Mauritius,2015,40-44 years,Both,High body-mass index,Exposure per 100,5.7920601001175,3.3424638703565996,8.8974653366485
Malawi,2015,40-44 years,Both,High body-mass index,Exposure per 100,2.7219123086491,1.1844134604862,4.8896469831183005
Rwanda,2015,40-44 years,Both,High body-mass index,Exposure per 100,2.2413929922214,0.9991466692742,4.0092766930557
Somalia,2015,40-44 years,Both,High body-mass index,Exposure per 100,2.6387564977947,1.1911472493954,4.6351260766553
Zambia,2015,40-44 years,Both,High body-mass index,Exposure per 100,3.4737713763035,1.6921284607545,5.9027853857218
Kenya,2015,40-44 years,Both,High body-mass index,Exposure per 100,4.0245885604034,2.4797912646633,5.8213504527555
Madagascar,2015,40-44 years,Both,High body-mass index,Exposure per 100,1.3974648297846,0.49861149231679,2.6371816132872
South Sudan,2015,40-44 years,Both,High body-mass index,Exposure per 100,2.766919642217,1.1781506392268999,4.8529216623213
Seychelles,2015,40-44 years,Both,High body-mass index,Exposure per 100,8.688636094471,5.8390008247147,11.919164159625
Tanzania,2015,40-44 years,Both,High body-mass index,Exposure per 100,2.953584711628,1.5020163305413998,4.6919417157596
Uganda,2015,40-44 years,Both,High body-mass index,Exposure per 100,2.7939557130277,1.4853993066625,4.401664496387999
Zimbabwe,2015,40-44 years,Both,High body-mass index,Exposure per 100,4.7115196965762,2.81813194392,7.0786154337859
Ethiopia,2015,40-44 years,Both,High body-mass index,Exposure per 100,1.631279237552,0.68414356616175,3.0476344204256
Eritrea,2015,40-44 years,Both,High body-mass index,Exposure per 100,1.4182965901478,0.53122066803305,2.7610189939731002
Djibouti,2015,40-44 years,Both,High body-mass index,Exposure per 100,4.9567566902985,2.4445945615333,8.3016352216999
Comoros,2015,40-44 years,Both,High body-mass index,Exposure per 100,3.7786161138379,1.7584760432591,6.4268468013119
Burundi,2015,40-44 years,Both,High body-mass index,Exposure per 100,0.8422844401864299,0.28708365729348,1.6843601332578
Gabon,2015,40-44 years,Both,High body-mass index,Exposure per 100,7.105247962931199,4.5492484376293,10.204707347122
Equatorial Guinea,2015,40-44 years,Both,High body-mass index,Exposure per 100,4.6309360821189,2.5667878101786004,6.9667634491040005
Chad,2015,40-44 years,Both,High body-mass index,Exposure per 100,4.0269913478592,2.1594229265968,6.451524789904401
Sao Tome and Principe,2015,40-44 years,Both,High body-mass index,Exposure per 100,5.2958306873915,2.9591961227095,8.1645524671686
Congo,2015,40-44 years,Both,High body-mass index,Exposure per 100,4.0264812834722,2.2342683646266,6.0633407524579
Democratic Republic of the Congo,2015,40-44 years,Both,High body-mass index,Exposure per 100,1.7277396968817,0.84710800466502,2.8720270393918
Cameroon,2015,40-44 years,Both,High body-mass index,Exposure per 100,5.8150876639525,3.3465966284962,8.605855416469801
Central African Republic,2015,40-44 years,Both,High body-mass index,Exposure per 100,2.506666352737,1.3644836099583,3.9952056756059
Angola,2015,40-44 years,Both,High body-mass index,Exposure per 100,3.7668398210819,2.1438680953729,5.7798112136393
Morocco,2015,40-44 years,Both,High body-mass index,Exposure per 100,6.6004991880977,4.0228795499964995,9.654159577908999
Libya,2015,40-44 years,Both,High body-mass index,Exposure per 100,8.853206709225,5.8418807209404,12.394102965362
Sudan,2015,40-44 years,Both,High body-mass index,Exposure per 100,6.5559882449662,4.0597094879152005,9.5323915119261
Tunisia,2015,40-44 years,Both,High body-mass index,Exposure per 100,6.3798318701815,3.9235801694844,9.2408179954596
Algeria,2015,40-44 years,Both,High body-mass index,Exposure per 100,9.5821701224526,6.1934784617478,13.582011163509
Namibia,2015,40-44 years,Both,High body-mass index,Exposure per 100,5.3017298231162,3.3528376815908,7.634239866360599
Swaziland,2015,40-44 years,Both,High body-mass index,Exposure per 100,7.9056400130997,5.3007700770324,11.006055253284
Lesotho,2015,40-44 years,Both,High body-mass index,Exposure per 100,5.9673304633018,3.8729152451019004,8.5191195157392
South Africa,2015,40-44 years,Both,High body-mass index,Exposure per 100,8.9199063821448,6.281238202757001,11.900286486321999
Botswana,2015,40-44 years,Both,High body-mass index,Exposure per 100,5.805032135384399,3.4870318360618,8.8690551930607
Togo,2015,40-44 years,Both,High body-mass index,Exposure per 100,3.1550846688099004,1.6899951945307,4.954687684722
Sierra Leone,2015,40-44 years,Both,High body-mass index,Exposure per 100,3.2165995431159997,1.7484982489798,5.026549386372
Senegal,2015,40-44 years,Both,High body-mass index,Exposure per 100,3.5493085540266,1.8119973525242998,5.6621856614653
Nigeria,2015,40-44 years,Both,High body-mass index,Exposure per 100,4.2932444792078,2.4112270655073003,6.4059012954944
Niger,2015,40-44 years,Both,High body-mass index,Exposure per 100,2.4439598003201,1.0738112747214,4.1332712256313995
Mauritania,2015,40-44 years,Both,High body-mass index,Exposure per 100,6.551382311823,3.975373830204,9.739475450769799
Mali,2015,40-44 years,Both,High body-mass index,Exposure per 100,4.4693188881637,2.3650611143966,7.2039687065333995
Liberia,2015,40-44 years,Both,High body-mass index,Exposure per 100,5.9294334878988995,3.4940420502045004,8.777550995299201
Guinea-Bissau,2015,40-44 years,Both,High body-mass index,Exposure per 100,3.1524417484152,1.5257149703500001,5.1019715948966
The Gambia,2015,40-44 years,Both,High body-mass index,Exposure per 100,4.5456266695507,2.6708729608391,6.8470501658688
Guinea,2015,40-44 years,Both,High body-mass index,Exposure per 100,2.4586509135513,1.2185426253858,4.1296862423173
Ghana,2015,40-44 years,Both,High body-mass index,Exposure per 100,5.436497683299,3.284434472869,8.1703786460434
Cape Verde,2015,40-44 years,Both,High body-mass index,Exposure per 100,4.7501307290968,2.5568221637445,7.559581570203299
Cote d'Ivoire,2015,40-44 years,Both,High body-mass index,Exposure per 100,3.893414288556,2.0858283319760003,6.2324719079032
Burkina Faso,2015,40-44 years,Both,High body-mass index,Exposure per 100,2.9148550912372997,1.53179208254,4.6834311378279
Benin,2015,40-44 years,Both,High body-mass index,Exposure per 100,4.4711183824972,2.4751359940702997,7.1272203943839
Dominica,2015,40-44 years,Both,High body-mass index,Exposure per 100,7.5271115834799,4.8545874433874,10.50639074412
Dominican Republic,2015,40-44 years,Both,High body-mass index,Exposure per 100,7.6974016447659,4.9389988046695,10.720375759546
