Location,Year,Age,Sex,Risk factor,Measure,Value,Lower bound,Upper bound
Mozambique,2015,35-39 years,Both,High body-mass index,Exposure per 100,2.9473554103378,1.3340510912464,5.2411218492436
Mauritius,2015,35-39 years,Both,High body-mass index,Exposure per 100,5.7827237278312005,3.3857298356873,8.8000485944243
Malawi,2015,35-39 years,Both,High body-mass index,Exposure per 100,2.6286391271497003,1.1546706124241,4.7834127313229
Rwanda,2015,35-39 years,Both,High body-mass index,Exposure per 100,2.2104252003869997,0.9328452889115499,3.8954677416078
Somalia,2015,35-39 years,Both,High body-mass index,Exposure per 100,2.5732595923255,1.1824901407334,4.6762567445219
Zambia,2015,35-39 years,Both,High body-mass index,Exposure per 100,3.4242481367886,1.6145476004316002,5.6687088195789
Kenya,2015,35-39 years,Both,High body-mass index,Exposure per 100,3.7425738671207,2.227639787645,5.4964655828954
Madagascar,2015,35-39 years,Both,High body-mass index,Exposure per 100,1.4650126284148,0.5555345008132,2.8805557091609
South Sudan,2015,35-39 years,Both,High body-mass index,Exposure per 100,2.7063073630099,1.21283630657,5.0295239587835
Seychelles,2015,35-39 years,Both,High body-mass index,Exposure per 100,8.6986971174355,5.6831715424838,12.045430040151
Tanzania,2015,35-39 years,Both,High body-mass index,Exposure per 100,3.0365817246572,1.5783415389436999,4.9113936487015
Uganda,2015,35-39 years,Both,High body-mass index,Exposure per 100,2.8335931059552,1.5117132250917,4.478669415847699
Zimbabwe,2015,35-39 years,Both,High body-mass index,Exposure per 100,4.0306476989748,2.2831807338293,6.1846439596808
Ethiopia,2015,35-39 years,Both,High body-mass index,Exposure per 100,1.4696782978143,0.57826241697525,2.752386173783
Eritrea,2015,35-39 years,Both,High body-mass index,Exposure per 100,1.4462217237861,0.5122686020378799,3.0915399686315
Djibouti,2015,35-39 years,Both,High body-mass index,Exposure per 100,4.9086688223361,2.3474784891844998,8.5271657159181
Comoros,2015,35-39 years,Both,High body-mass index,Exposure per 100,3.7597156843986,1.7148472266622,6.3782740197575
Burundi,2015,35-39 years,Both,High body-mass index,Exposure per 100,0.87511831069341,0.2938348780221,1.6876198004001999
Gabon,2015,35-39 years,Both,High body-mass index,Exposure per 100,6.7064737105117,4.0727102837362,9.5948141297187
Equatorial Guinea,2015,35-39 years,Both,High body-mass index,Exposure per 100,4.6255475241235,2.7207355967068003,6.882345549052101
Chad,2015,35-39 years,Both,High body-mass index,Exposure per 100,3.9831719797639997,2.2412117792832,6.234097073506399
Sao Tome and Principe,2015,35-39 years,Both,High body-mass index,Exposure per 100,5.0000640162786,2.7651382606488,7.6356875818689
Congo,2015,35-39 years,Both,High body-mass index,Exposure per 100,4.2172520690264,2.4701678900751998,6.365106541451899
Democratic Republic of the Congo,2015,35-39 years,Both,High body-mass index,Exposure per 100,1.5955255810727,0.75633184112382,2.7055716256547
Cameroon,2015,35-39 years,Both,High body-mass index,Exposure per 100,5.7221078339454,3.3698659167215,8.3939969152
Central African Republic,2015,35-39 years,Both,High body-mass index,Exposure per 100,2.5272329824112,1.341498789021,4.0236573520861
Angola,2015,35-39 years,Both,High body-mass index,Exposure per 100,3.7414389137404,2.0724268789248,5.642635654365
Morocco,2015,35-39 years,Both,High body-mass index,Exposure per 100,6.5215758892562,3.9501163086307,9.4711408807944
Libya,2015,35-39 years,Both,High body-mass index,Exposure per 100,8.556934658984499,5.5089351853629,12.134730200983999
Sudan,2015,35-39 years,Both,High body-mass index,Exposure per 100,6.3609487299285,3.9976258077936997,9.3044890104736
Tunisia,2015,35-39 years,Both,High body-mass index,Exposure per 100,6.1890323728187004,3.7813906235528,9.118687151584199
Algeria,2015,35-39 years,Both,High body-mass index,Exposure per 100,9.117411810385502,5.7403571697696,13.001286185621
Namibia,2015,35-39 years,Both,High body-mass index,Exposure per 100,3.9264486142988,2.3166007362285,5.8996977973313
Swaziland,2015,35-39 years,Both,High body-mass index,Exposure per 100,7.9221061122734,5.283330459048,10.981721688661
Lesotho,2015,35-39 years,Both,High body-mass index,Exposure per 100,5.8618933921786,3.7409580157475,8.571696657731
South Africa,2015,35-39 years,Both,High body-mass index,Exposure per 100,8.5412978749175,5.9969029370737,11.443955451159999
Botswana,2015,35-39 years,Both,High body-mass index,Exposure per 100,5.5243637966684,3.2815358774117,8.6708975906009
Togo,2015,35-39 years,Both,High body-mass index,Exposure per 100,3.1860449365661,1.7500530021709,5.0380967180962
Sierra Leone,2015,35-39 years,Both,High body-mass index,Exposure per 100,3.0939361059505,1.7076153377769,5.0394110579493
Senegal,2015,35-39 years,Both,High body-mass index,Exposure per 100,3.3168533713572,1.7682569426704,5.4062579672707
Nigeria,2015,35-39 years,Both,High body-mass index,Exposure per 100,4.2548721007242,2.4001957159156,6.533160085875799
Niger,2015,35-39 years,Both,High body-mass index,Exposure per 100,2.4295072859985,1.0768137734766001,4.261889068078
Mauritania,2015,35-39 years,Both,High body-mass index,Exposure per 100,6.3000875155131,3.7025323043967004,9.429740803697701
Mali,2015,35-39 years,Both,High body-mass index,Exposure per 100,4.3890579796889995,2.2909104937143003,7.000016349713201
Liberia,2015,35-39 years,Both,High body-mass index,Exposure per 100,6.0329487416309,3.6027261034603,8.8756789139196
Guinea-Bissau,2015,35-39 years,Both,High body-mass index,Exposure per 100,3.0549383199328,1.4634884995486999,5.1943098642187
The Gambia,2015,35-39 years,Both,High body-mass index,Exposure per 100,4.0107105545598,2.3067382359523,6.0972325962299
Guinea,2015,35-39 years,Both,High body-mass index,Exposure per 100,2.3600880203778,1.1550026631725,3.8782823508078996
Ghana,2015,35-39 years,Both,High body-mass index,Exposure per 100,5.2754521189996,3.1593728666598,7.9377976289003005
Cape Verde,2015,35-39 years,Both,High body-mass index,Exposure per 100,4.7322051942901,2.4835053982745,7.2662710359586
Cote d'Ivoire,2015,35-39 years,Both,High body-mass index,Exposure per 100,3.6928464383085,1.8157241249576,6.1136419145897
Burkina Faso,2015,35-39 years,Both,High body-mass index,Exposure per 100,2.7875258022277998,1.4357688947602,4.4395704693199
Benin,2015,35-39 years,Both,High body-mass index,Exposure per 100,4.3698015338649,2.3013130497601,6.8521331208187
Dominica,2015,35-39 years,Both,High body-mass index,Exposure per 100,7.609253581530901,4.982772587065,10.855229192330999
Dominican Republic,2015,35-39 years,Both,High body-mass index,Exposure per 100,7.3642192448634995,4.7041794079773,10.45730200286
Antigua and Barbuda,2015,35-39 years,Both,High body-mass index,Exposure per 100,6.9807641683659,4.2953101330893,10.137293677409
Cuba,2015,35-39 years,Both,High body-mass index,Exposure per 100,7.009561230331,4.3218296579372995,10.149756452081
Grenada,2015,35-39 years,Both,High body-mass index,Exposure per 100,7.8727670977476,5.1007885413205,10.975907504809
Jamaica,2015,35-39 years,Both,High body-mass index,Exposure per 100,7.9233157514516,5.1337352117223,11.208262228563
Trinidad and Tobago,2015,35-39 years,Both,High body-mass index,Exposure per 100,9.800836164705,6.6145344143706,13.353171819963999
The Bahamas,2015,35-39 years,Both,High body-mass index,Exposure per 100,8.8359558177892,5.6522275272724,12.261870662004
Saint Lucia,2015,35-39 years,Both,High body-mass index,Exposure per 100,8.3762010809233,5.6934749899449,11.526263917347
Saint Vincent and the Grenadines,2015,35-39 years,Both,High body-mass index,Exposure per 100,10.385917443551,7.108004587861901,14.444735617655999
Barbados,2015,35-39 years,Both,High body-mass index,Exposure per 100,10.666832332493,7.2428199077817,14.255167841092002
Haiti,2015,35-39 years,Both,High body-mass index,Exposure per 100,3.8665891946085003,2.2354675613693997,6.047433329445
Puerto Rico,2015,35-39 years,Both,High body-mass index,Exposure per 100,11.557736012574999,7.8261869409033,15.990418536498
"Virgin Islands, U.S.",2015,35-39 years,Both,High body-mass index,Exposure per 100,11.122059345130001,7.634632233640399,15.019705953137999
Panama,2015,35-39 years,Both,High body-mass index,Exposure per 100,4.529332147941,2.3156528879583,7.3402402835508
El Salvador,2015,35-39 years,Both,High body-mass index,Exposure per 100,8.0524945788684,5.0219399102353,11.697879017661
Nicaragua,2015,35-39 years,Both,High body-mass index,Exposure per 100,7.7293278406249,4.5234069808926,11.377068315780999
Mexico,2015,35-39 years,Both,High body-mass index,Exposure per 100,9.2077605191575,6.2567476279398,12.540233235828998
Honduras,2015,35-39 years,Both,High body-mass index,Exposure per 100,7.7167409722091005,4.799665616596,11.081661606148
Guatemala,2015,35-39 years,Both,High body-mass index,Exposure per 100,6.5446098157783,3.7412041672156997,9.9409771225115
Costa Rica,2015,35-39 years,Both,High body-mass index,Exposure per 100,6.847218570985699,4.098846102658,10.295754320231
Belize,2015,35-39 years,Both,High body-mass index,Exposure per 100,9.3001312317102,6.2460088283985,12.884750636608
United States,2015,35-39 years,Both,High body-mass index,Exposure per 100,10.980757650776999,7.916392718198099,14.47197020913
Greenland,2015,35-39 years,Both,High body-mass index,Exposure per 100,7.534817852426199,4.5067162023875,10.998798937332
Bermuda,2015,35-39 years,Both,High body-mass index,Exposure per 100,7.8646629942938,5.0396797050003,11.246344876775
Colombia,2015,35-39 years,Both,High body-mass index,Exposure per 100,5.9722617106201,3.5186901221897,8.682855777951499
Guyana,2015,35-39 years,Both,High body-mass index,Exposure per 100,6.3664813110542005,3.9577654210631,9.2356470116554
Ecuador,2015,35-39 years,Both,High body-mass index,Exposure per 100,8.2619850325342,5.275534096271199,11.599308783481
Paraguay,2015,35-39 years,Both,High body-mass index,Exposure per 100,7.502697760581601,4.7032078720435,10.765770921297
Suriname,2015,35-39 years,Both,High body-mass index,Exposure per 100,9.1708252975141,5.9913521321908,12.748174676124
Uruguay,2015,35-39 years,Both,High body-mass index,Exposure per 100,7.0236160610631,4.2125677747162,10.425074481819
Venezuela,2015,35-39 years,Both,High body-mass index,Exposure per 100,8.268180842598099,5.0981288442013,12.165275942018999
Peru,2015,35-39 years,Both,High body-mass index,Exposure per 100,7.1003660427156,4.456295512067,10.178194696935
Chile,2015,35-39 years,Both,High body-mass index,Exposure per 100,8.0809654201316,4.9807034435477,11.622703946012
Brazil,2015,35-39 years,Both,High body-mass index,Exposure per 100,7.5500058397415,4.9581803140261,10.442238101037
Bolivia,2015,35-39 years,Both,High body-mass index,Exposure per 100,6.7453558485982,4.0389235020409,9.8253910164619
Argentina,2015,35-39 years,Both,High body-mass index,Exposure per 100,7.402614519815,4.4322649789041995,10.72901009057
Turkmenistan,2015,35-39 years,Both,High body-mass index,Exposure per 100,6.9786732060201,4.2472207512911,9.9605940231465
Uzbekistan,2015,35-39 years,Both,High body-mass index,Exposure per 100,7.416071867837299,4.8551985295246,10.27380963077
Tajikistan,2015,35-39 years,Both,High body-mass index,Exposure per 100,3.4014213560820004,1.8233095955994,5.3151051584896
Kyrgyzstan,2015,35-39 years,Both,High body-mass index,Exposure per 100,5.572037489739301,3.3103947018156,8.3253977703388
