Location,Year,Age,Sex,Risk factor,Measure,Value,Lower bound,Upper bound
Mozambique,2015,50-54 years,Both,High body-mass index,Exposure per 100,4.4315372189349,2.1542437588306,7.5899745624003
Mauritius,2015,50-54 years,Both,High body-mass index,Exposure per 100,7.7317674090761,4.543403963839,11.511591648346
Malawi,2015,50-54 years,Both,High body-mass index,Exposure per 100,3.1619103791909997,1.4000110584846,5.5174349501619
Rwanda,2015,50-54 years,Both,High body-mass index,Exposure per 100,2.9058415571855,1.3250951443734,5.1214604371055
Somalia,2015,50-54 years,Both,High body-mass index,Exposure per 100,3.1938725082927997,1.4184026380734,5.6811517116579004
Zambia,2015,50-54 years,Both,High body-mass index,Exposure per 100,5.0558896100687,2.4577042288694,8.607398005950701
Kenya,2015,50-54 years,Both,High body-mass index,Exposure per 100,4.6425020239246,2.8572737509038,6.7009560560725
Madagascar,2015,50-54 years,Both,High body-mass index,Exposure per 100,1.7625799325534,0.68781241645276,3.3734198317410002
South Sudan,2015,50-54 years,Both,High body-mass index,Exposure per 100,3.6239356442300004,1.6658792489354,6.2964972436792
Seychelles,2015,50-54 years,Both,High body-mass index,Exposure per 100,11.545642263815,7.8071472312791,15.710492416526002
Tanzania,2015,50-54 years,Both,High body-mass index,Exposure per 100,3.5658790699454,1.8217118203003,5.6814306802502
Uganda,2015,50-54 years,Both,High body-mass index,Exposure per 100,3.1290871094702,1.6431154232099,4.9636686231559
Zimbabwe,2015,50-54 years,Both,High body-mass index,Exposure per 100,6.4336882663674,3.9438780845298997,9.6836724964473
Ethiopia,2015,50-54 years,Both,High body-mass index,Exposure per 100,2.3258406571759,0.9584766740335,4.347464542194
Eritrea,2015,50-54 years,Both,High body-mass index,Exposure per 100,1.3509405355157,0.50869302059152,2.5653705167653
Djibouti,2015,50-54 years,Both,High body-mass index,Exposure per 100,5.945876604271301,2.8805794182411,9.747822143018201
Comoros,2015,50-54 years,Both,High body-mass index,Exposure per 100,4.5717474240576,2.1241357959557,7.6543401132412
Burundi,2015,50-54 years,Both,High body-mass index,Exposure per 100,1.0992704852888,0.36274813298886,2.2287564654620997
Gabon,2015,50-54 years,Both,High body-mass index,Exposure per 100,8.5182094226458,5.488000709166,12.050718743912
Equatorial Guinea,2015,50-54 years,Both,High body-mass index,Exposure per 100,5.5711164029399,3.3081541821713003,8.2198669465387
Chad,2015,50-54 years,Both,High body-mass index,Exposure per 100,5.619753827847,3.1377067499110995,8.817714509390601
Sao Tome and Principe,2015,50-54 years,Both,High body-mass index,Exposure per 100,6.1672943185716,3.6545081792830003,9.4850714168682
Congo,2015,50-54 years,Both,High body-mass index,Exposure per 100,5.0685841119249,2.9101130884687,7.568583620425399
Democratic Republic of the Congo,2015,50-54 years,Both,High body-mass index,Exposure per 100,2.0671147315392,1.0517138950676,3.3614074163356005
Cameroon,2015,50-54 years,Both,High body-mass index,Exposure per 100,7.4443986418936,4.565584591572501,10.870930717238
Central African Republic,2015,50-54 years,Both,High body-mass index,Exposure per 100,3.2529768272791997,1.7714978153348,5.0815683851688
Angola,2015,50-54 years,Both,High body-mass index,Exposure per 100,4.7258810725781,2.6971506371477,7.2001015157863
Morocco,2015,50-54 years,Both,High body-mass index,Exposure per 100,8.3568803549489,5.3658255214773,11.83892615025
Libya,2015,50-54 years,Both,High body-mass index,Exposure per 100,10.444144488383,6.764075084515101,14.177450808362
Sudan,2015,50-54 years,Both,High body-mass index,Exposure per 100,7.6655200224128,4.7021701475698,10.925806904878
Tunisia,2015,50-54 years,Both,High body-mass index,Exposure per 100,7.8001251099635,5.0321202834305,10.894019466493
Algeria,2015,50-54 years,Both,High body-mass index,Exposure per 100,12.067203825257,8.0620589498266,16.339855315872
Namibia,2015,50-54 years,Both,High body-mass index,Exposure per 100,5.6881074708044,3.5502957745818997,8.3431460386841
Swaziland,2015,50-54 years,Both,High body-mass index,Exposure per 100,10.431230795748,7.1956455176472005,13.938612024200001
Lesotho,2015,50-54 years,Both,High body-mass index,Exposure per 100,8.5041255646943,5.3341325404403,12.059376552818
South Africa,2015,50-54 years,Both,High body-mass index,Exposure per 100,11.121217333991,7.902616207747699,14.711079557167
Botswana,2015,50-54 years,Both,High body-mass index,Exposure per 100,7.9800987665524,4.8934720296154,11.925964006754
Togo,2015,50-54 years,Both,High body-mass index,Exposure per 100,3.8720421922508996,2.1342506225431,6.0218259141178
Sierra Leone,2015,50-54 years,Both,High body-mass index,Exposure per 100,4.3579145209344,2.4337896705247,6.8265877965742
Senegal,2015,50-54 years,Both,High body-mass index,Exposure per 100,4.3536416116587,2.3236222256061,7.0330089334702
Nigeria,2015,50-54 years,Both,High body-mass index,Exposure per 100,5.2401963265046,3.0212894168711,7.828362706025301
Niger,2015,50-54 years,Both,High body-mass index,Exposure per 100,3.2799991651882,1.5383162184643,5.5097723883507
Mauritania,2015,50-54 years,Both,High body-mass index,Exposure per 100,8.037443515765599,4.9102906298163,11.427512064275
Mali,2015,50-54 years,Both,High body-mass index,Exposure per 100,6.253582120571401,3.7018130008230004,9.311072905977701
Liberia,2015,50-54 years,Both,High body-mass index,Exposure per 100,7.502563810534101,4.4566971145038,11.108165603721
Guinea-Bissau,2015,50-54 years,Both,High body-mass index,Exposure per 100,4.1708009978228,2.1408027521012998,6.8636335873096
The Gambia,2015,50-54 years,Both,High body-mass index,Exposure per 100,5.3781094149437,2.9892675252599,8.179464831598999
Guinea,2015,50-54 years,Both,High body-mass index,Exposure per 100,3.4269601307237005,1.7646236672175,5.4631229333807
Ghana,2015,50-54 years,Both,High body-mass index,Exposure per 100,6.1811195532187,3.7637507884496997,9.0756774847345
Cape Verde,2015,50-54 years,Both,High body-mass index,Exposure per 100,5.856961637298,3.2143862077255,9.0028261961205
Cote d'Ivoire,2015,50-54 years,Both,High body-mass index,Exposure per 100,5.0628641783808,2.7752731195780997,7.8989132067261005
Burkina Faso,2015,50-54 years,Both,High body-mass index,Exposure per 100,3.6689513868373,2.0147959910577997,5.7611755137634
Benin,2015,50-54 years,Both,High body-mass index,Exposure per 100,6.1753700782385,3.6039405987665,9.3340910910836
Dominica,2015,50-54 years,Both,High body-mass index,Exposure per 100,8.793838882995999,5.7439159139209,12.211544310669
Dominican Republic,2015,50-54 years,Both,High body-mass index,Exposure per 100,8.0385356408809,5.0629808791375,11.238820618926
Antigua and Barbuda,2015,50-54 years,Both,High body-mass index,Exposure per 100,8.1965831930909,5.0314683853551,11.690644086811
Cuba,2015,50-54 years,Both,High body-mass index,Exposure per 100,8.5593004506458,5.6258619792807005,12.061822643517
Grenada,2015,50-54 years,Both,High body-mass index,Exposure per 100,9.367532992446,6.3034917699251,12.880322555464
Jamaica,2015,50-54 years,Both,High body-mass index,Exposure per 100,8.6549473598412,5.6140302094181,12.309914348237
Trinidad and Tobago,2015,50-54 years,Both,High body-mass index,Exposure per 100,9.944295832499,6.4403102405279995,13.926135151127001
The Bahamas,2015,50-54 years,Both,High body-mass index,Exposure per 100,10.076992758481,6.6252750416626,13.8739276747
Saint Lucia,2015,50-54 years,Both,High body-mass index,Exposure per 100,9.7316494279467,6.5532019428187,13.211086336758
Saint Vincent and the Grenadines,2015,50-54 years,Both,High body-mass index,Exposure per 100,11.508594918485999,7.862910086727699,15.515073047361
Barbados,2015,50-54 years,Both,High body-mass index,Exposure per 100,10.527205069727,7.117583220521801,14.395382795516001
Haiti,2015,50-54 years,Both,High body-mass index,Exposure per 100,4.3776263648794,2.4204307035417,6.7216778620567
Puerto Rico,2015,50-54 years,Both,High body-mass index,Exposure per 100,13.099633780735001,9.1127700320763,17.558683700714
"Virgin Islands, U.S.",2015,50-54 years,Both,High body-mass index,Exposure per 100,12.272915132216,8.5640032782775,16.575463736766
Panama,2015,50-54 years,Both,High body-mass index,Exposure per 100,5.1745242293573,2.7667670411332,8.2670829935236
El Salvador,2015,50-54 years,Both,High body-mass index,Exposure per 100,9.2900652446521,5.853249697165,13.315108477314999
Nicaragua,2015,50-54 years,Both,High body-mass index,Exposure per 100,8.9585679847293,5.3241347960846,12.985360839026
Mexico,2015,50-54 years,Both,High body-mass index,Exposure per 100,9.655090937953199,6.4740899218782,13.142310837294
Honduras,2015,50-54 years,Both,High body-mass index,Exposure per 100,8.184370669738,4.7615873190054,12.065999319987
Guatemala,2015,50-54 years,Both,High body-mass index,Exposure per 100,7.1439032918482,4.1564240263920995,10.788052238725001
Costa Rica,2015,50-54 years,Both,High body-mass index,Exposure per 100,8.3726719528139,5.004272742358999,12.328246729593
Belize,2015,50-54 years,Both,High body-mass index,Exposure per 100,9.8202589082691,6.4128720030958,13.658054873712
United States,2015,50-54 years,Both,High body-mass index,Exposure per 100,10.827528320415999,7.6247795979763,14.233521044752
Greenland,2015,50-54 years,Both,High body-mass index,Exposure per 100,8.1151470645431,4.8844043609723,11.752257791559
Bermuda,2015,50-54 years,Both,High body-mass index,Exposure per 100,8.992949266342,5.7940659231186,12.875702184832999
Colombia,2015,50-54 years,Both,High body-mass index,Exposure per 100,7.385970207202799,4.5717151566574,10.691963043349
Guyana,2015,50-54 years,Both,High body-mass index,Exposure per 100,7.6432043971198,4.6966073850956,11.231192085974
Ecuador,2015,50-54 years,Both,High body-mass index,Exposure per 100,10.987732189212,7.269491592666701,14.913990741811
Paraguay,2015,50-54 years,Both,High body-mass index,Exposure per 100,8.249371434017,5.155270265005099,11.800556086787
Suriname,2015,50-54 years,Both,High body-mass index,Exposure per 100,10.285669397683,6.983514600057999,14.068535326056
Uruguay,2015,50-54 years,Both,High body-mass index,Exposure per 100,8.6377149534867,5.4811436959806,12.276901439536001
Venezuela,2015,50-54 years,Both,High body-mass index,Exposure per 100,9.1752027917335,5.6001624093734,13.189557652916001
Peru,2015,50-54 years,Both,High body-mass index,Exposure per 100,8.3098437292663,5.4096989725319995,11.427959026565
Chile,2015,50-54 years,Both,High body-mass index,Exposure per 100,9.4736979717295,6.1598753358488,13.120732174979999
Brazil,2015,50-54 years,Both,High body-mass index,Exposure per 100,8.3907788053969,5.559139681574099,11.482915921222
Bolivia,2015,50-54 years,Both,High body-mass index,Exposure per 100,7.930037755300099,4.9663285523192995,11.217148121599
Argentina,2015,50-54 years,Both,High body-mass index,Exposure per 100,8.3914537522156,5.2560301826861995,12.002228607808
Turkmenistan,2015,50-54 years,Both,High body-mass index,Exposure per 100,8.7960878294433,5.72365546373,12.162523144394
Uzbekistan,2015,50-54 years,Both,High body-mass index,Exposure per 100,8.7736862401291,5.7963066077411005,12.089737405466
Tajikistan,2015,50-54 years,Both,High body-mass index,Exposure per 100,4.6076852951816,2.6295407288769,6.8966596301009
Kyrgyzstan,2015,50-54 years,Both,High body-mass index,Exposure per 100,7.796968773829301,4.8885874836638,11.289470414406
Kazakhstan,2015,50-54 years,Both,High body-mass index,Exposure per 100,9.1143426577411,5.8197836476294,12.848522261283
Mongolia,2015,50-54 years,Both,High body-mass index,Exposure per 100,7.496434819614,4.768490327748,10.532300747768
Taiwan,2015,50-54 years,Both,High body-mass index,Exposure per 100,4.4889984960556,2.1575045830466997,7.3897811958865995
South Korea,2015,50-54 years,Both,High body-mass index,Exposure per 100,3.4089933200326,1.475806643709,5.6905357185387
North Korea,2015,50-54 years,Both,High body-mass index,Exposure per 100,1.5935733650649,0.5364106602493101,3.0156208513243
Japan,2015,50-54 years,Both,High body-mass index,Exposure per 100,2.7562550986016,1.2185593837041,4.728547810800101
China,2015,50-54 years,Both,High body-mass index,Exposure per 100,3.9921641600143998,1.9833508781673,6.3809241067708
Myanmar,2015,50-54 years,Both,High body-mass index,Exposure per 100,4.8859042624017,2.6272589516918,7.8476526562743
Cambodia,2015,50-54 years,Both,High body-mass index,Exposure per 100,2.3955990436983,1.0192256123462,4.1212122545567995
Vietnam,2015,50-54 years,Both,High body-mass index,Exposure per 100,1.9193357549579002,0.78414301782534,3.6461235149924995
Laos,2015,50-54 years,Both,High body-mass index,Exposure per 100,3.2429893578066,1.4161860712968,5.769830803460501
Malaysia,2015,50-54 years,Both,High body-mass index,Exposure per 100,6.7715535780379,3.7877134616707,10.567396364156
Thailand,2015,50-54 years,Both,High body-mass index,Exposure per 100,5.4345590282573,2.8006179889671,8.6374503136023
Brunei,2015,50-54 years,Both,High body-mass index,Exposure per 100,4.4445687078239,2.2964592295224002,7.0512305152967
