Location,Year,Age,Sex,Risk factor,Measure,Value,Lower bound,Upper bound
Mozambique,2015,20-24 years,Both,High body-mass index,Exposure per 100,0,0,0
Mauritius,2015,20-24 years,Both,High body-mass index,Exposure per 100,0,0,0
Malawi,2015,20-24 years,Both,High body-mass index,Exposure per 100,0,0,0
Rwanda,2015,20-24 years,Both,High body-mass index,Exposure per 100,0,0,0
Somalia,2015,20-24 years,Both,High body-mass index,Exposure per 100,0,0,0
Zambia,2015,20-24 years,Both,High body-mass index,Exposure per 100,0,0,0
Kenya,2015,20-24 years,Both,High body-mass index,Exposure per 100,0,0,0
Madagascar,2015,20-24 years,Both,High body-mass index,Exposure per 100,0,0,0
South Sudan,2015,20-24 years,Both,High body-mass index,Exposure per 100,0,0,0
Seychelles,2015,20-24 years,Both,High body-mass index,Exposure per 100,0,0,0
Tanzania,2015,20-24 years,Both,High body-mass index,Exposure per 100,0,0,0
Uganda,2015,20-24 years,Both,High body-mass index,Exposure per 100,0,0,0
Zimbabwe,2015,20-24 years,Both,High body-mass index,Exposure per 100,0,0,0
Ethiopia,2015,20-24 years,Both,High body-mass index,Exposure per 100,0,0,0
Eritrea,2015,20-24 years,Both,High body-mass index,Exposure per 100,0,0,0
Djibouti,2015,20-24 years,Both,High body-mass index,Exposure per 100,0,0,0
Comoros,2015,20-24 years,Both,High body-mass index,Exposure per 100,0,0,0
Burundi,2015,20-24 years,Both,High body-mass index,Exposure per 100,0,0,0
Gabon,2015,20-24 years,Both,High body-mass index,Exposure per 100,0,0,0
Equatorial Guinea,2015,20-24 years,Both,High body-mass index,Exposure per 100,0,0,0
Chad,2015,20-24 years,Both,High body-mass index,Exposure per 100,0,0,0
Sao Tome and Principe,2015,20-24 years,Both,High body-mass index,Exposure per 100,0,0,0
Congo,2015,20-24 years,Both,High body-mass index,Exposure per 100,0,0,0
Democratic Republic of the Congo,2015,20-24 years,Both,High body-mass index,Exposure per 100,0,0,0
Cameroon,2015,20-24 years,Both,High body-mass index,Exposure per 100,0,0,0
Central African Republic,2015,20-24 years,Both,High body-mass index,Exposure per 100,0,0,0
Angola,2015,20-24 years,Both,High body-mass index,Exposure per 100,0,0,0
Morocco,2015,20-24 years,Both,High body-mass index,Exposure per 100,0,0,0
Libya,2015,20-24 years,Both,High body-mass index,Exposure per 100,0,0,0
